ibutton,date.time,ibutton.temp,site,fish_depth,dissolved.oxygen,date
22,2021-07-29T14:20:00Z,14.8,blue.ruin,1.07867519889312,6.38074368730543,2021-07-29
23,2021-07-29T14:20:00Z,17.629,blue.ruin,1.00528363887928,6.86512798339675,2021-07-29
31,2021-07-29T14:20:00Z,14.674,blue.ruin,1.08194396402629,6.3591698374265,2021-07-29
7,2021-07-29T14:25:00Z,15.206,blue.ruin,1.06673751328374,6.5266912858661,2021-07-29
11,2021-07-29T14:25:00Z,14.098,blue.ruin,1.096174282678,6.32917056323061,2021-07-29
13,2021-07-29T14:25:00Z,14.854,norwood,0.922769516728625,6.2100376394052,2021-07-29
14,2021-07-29T14:25:00Z,14.19,norwood,1.15808823529412,5.7444987745098,2021-07-29
21,2021-07-29T14:25:00Z,15.026,blue.ruin,1.07151965993624,6.49460308182784,2021-07-29
5,2021-07-29T14:30:00Z,13.25,blue.ruin,1.6,4.672,2021-07-29
8,2021-07-29T14:30:00Z,14.906,blue.ruin,1.07461784571632,6.49502986135798,2021-07-29
10,2021-07-29T14:30:00Z,14.232,blue.ruin,1.09258798435834,6.37606754354781,2021-07-29
15,2021-07-29T14:30:00Z,14.588,blue.ruin,1.08309633842872,6.43890223960185,2021-07-29
16,2021-07-29T14:30:00Z,14.34,norwood,1.08203125,6.015296875,2021-07-29
17,2021-07-29T14:30:00Z,15.007,blue.ruin,1.07192499111269,6.51285655883398,2021-07-29
23,2021-07-29T14:30:00Z,17.254,blue.ruin,1.0120156416637,6.90945645218628,2021-07-29
30,2021-07-29T14:30:00Z,15.671,blue.ruin,1.05422147173836,6.63005385709207,2021-07-29
11,2021-07-29T14:35:00Z,14.912,blue.ruin,1.07312076950481,6.64799002493766,2021-07-29
14,2021-07-29T14:35:00Z,14.127,norwood,1.19951923076923,5.93632051282051,2021-07-29
18,2021-07-29T14:35:00Z,14.309,norwood,1.12660256410256,6.08604273504273,2021-07-29
21,2021-07-29T14:35:00Z,15.088,blue.ruin,1.068418240114,6.68205985037406,2021-07-29
22,2021-07-29T14:35:00Z,14.862,blue.ruin,1.07445671535447,6.63831109725686,2021-07-29
31,2021-07-29T14:35:00Z,14.924,blue.ruin,1.07280014250089,6.65031296758105,2021-07-29
5,2021-07-29T14:40:00Z,13.062,blue.ruin,1.6,4.483,2021-07-29
7,2021-07-29T14:40:00Z,15.456,blue.ruin,1.0587326943557,6.80367225772098,2021-07-29
8,2021-07-29T14:40:00Z,14.843,blue.ruin,1.07505324813632,6.67363824547391,2021-07-29
10,2021-07-29T14:40:00Z,14.17,blue.ruin,1.09297124600639,6.53087659744409,2021-07-29
13,2021-07-29T14:40:00Z,14.353,norwood,1.12345679012346,6.38578909465021,2021-07-29
16,2021-07-29T14:40:00Z,14.34,norwood,1.12847222222222,6.37496412037037,2021-07-29
17,2021-07-29T14:40:00Z,15.007,blue.ruin,1.07068690095847,6.70842711661342,2021-07-29
23,2021-07-29T14:40:00Z,17.442,blue.ruin,1.00585729499468,7.22495700212993,2021-07-29
30,2021-07-29T14:40:00Z,13.915,blue.ruin,1.09976038338658,6.47678414536741,2021-07-29
11,2021-07-29T14:45:00Z,14.849,blue.ruin,1.07507049700388,6.82688385618611,2021-07-29
14,2021-07-29T14:45:00Z,14.879,norwood,0.963650306748466,6.90788573619632,2021-07-29
15,2021-07-29T14:45:00Z,14.526,blue.ruin,1.08360944659852,6.75225343672894,2021-07-29
18,2021-07-29T14:45:00Z,15.186,norwood,0.893021472392638,7.06456403374233,2021-07-29
22,2021-07-29T14:45:00Z,14.862,blue.ruin,1.07472682410998,6.82988755727881,2021-07-29
31,2021-07-29T14:45:00Z,14.924,blue.ruin,1.07308776876983,6.84421290095171,2021-07-29
6,2021-07-29T14:50:00Z,14,norwood,1.26760057471264,6.34763002873563,2021-07-29
7,2021-07-29T14:50:00Z,15.018,blue.ruin,1.07071158473702,6.73364975077346,2021-07-29
10,2021-07-29T14:50:00Z,14.421,blue.ruin,1.0861034719835,6.6027802294603,2021-07-29
13,2021-07-29T14:50:00Z,14.792,norwood,0.989493293591654,7.30153800298063,2021-07-29
21,2021-07-29T14:50:00Z,14.9,blue.ruin,1.07375386730835,6.70778274321072,2021-07-29
5,2021-07-29T14:55:00Z,12.562,blue.ruin,1.6,4.537,2021-07-29
8,2021-07-29T14:55:00Z,14.78,blue.ruin,1.07632660047929,6.02373074289627,2021-07-29
15,2021-07-29T14:55:00Z,14.526,blue.ruin,1.08284833960972,5.98830139507018,2021-07-29
16,2021-07-29T14:55:00Z,14.903,norwood,0.947801147227533,7.24152676864245,2021-07-29
17,2021-07-29T14:55:00Z,14.757,blue.ruin,1.07691715166039,6.02052257360493,2021-07-29
18,2021-07-29T14:55:00Z,14.121,norwood,1.22321428571429,6.46577976190476,2021-07-29
23,2021-07-29T14:55:00Z,16.378,blue.ruin,1.03529613146183,6.24662876583362,2021-07-29
30,2021-07-29T14:55:00Z,13.727,blue.ruin,1.24102870813397,5.1289865430622,2021-07-29
31,2021-07-29T14:55:00Z,14.799,blue.ruin,1.07583875385142,6.02638096970216,2021-07-29
11,2021-07-29T15:00:00Z,15.788,blue.ruin,1.04881243450926,5.90091652113168,2021-07-29
13,2021-07-29T15:00:00Z,14.228,norwood,1.18896198830409,6.51770553118908,2021-07-29
14,2021-07-29T15:00:00Z,14.253,norwood,1.17982456140351,6.53946783625731,2021-07-29
21,2021-07-29T15:00:00Z,15.026,blue.ruin,1.06877401327279,5.81827558505065,2021-07-29
22,2021-07-29T15:00:00Z,14.8,blue.ruin,1.07469437652812,5.79376528117359,2021-07-29
5,2021-07-29T15:05:00Z,12.562,blue.ruin,1.6,4.551,2021-07-29
7,2021-07-29T15:05:00Z,14.456,blue.ruin,1.08317706455103,5.85109475297512,2021-07-29
8,2021-07-29T15:05:00Z,14.718,blue.ruin,1.07609087630725,5.88562220519293,2021-07-29
10,2021-07-29T15:05:00Z,14.107,blue.ruin,1.09261630003606,5.80510207807429,2021-07-29
15,2021-07-29T15:05:00Z,14.526,blue.ruin,1.08128380815002,5.86031964478904,2021-07-29
16,2021-07-29T15:05:00Z,14.277,norwood,1.17349823321555,6.65133804475854,2021-07-29
17,2021-07-29T15:05:00Z,14.757,blue.ruin,1.07503606202669,5.89076178777497,2021-07-29
23,2021-07-29T15:05:00Z,17.504,blue.ruin,1.00073927154706,6.25277289938695,2021-07-29
30,2021-07-29T15:05:00Z,13.727,blue.ruin,1.22874331550802,5.14182319518717,2021-07-29
11,2021-07-29T15:10:00Z,14.599,blue.ruin,1.08007595405706,6.27589123286402,2021-07-29
14,2021-07-29T15:10:00Z,14.378,norwood,1.12992424242424,6.71003851010101,2021-07-29
18,2021-07-29T15:10:00Z,14.058,norwood,1.25113636363636,6.43508901515152,2021-07-29
22,2021-07-29T15:10:00Z,14.737,blue.ruin,1.07624120044461,6.30283996387551,2021-07-29
31,2021-07-29T15:10:00Z,15.425,blue.ruin,1.05712300852167,6.43719305761393,2021-07-29
7,2021-07-29T15:15:00Z,14.08,blue.ruin,1.09585635359116,6.14245303867403,2021-07-29
10,2021-07-29T15:15:00Z,14.044,blue.ruin,1.09685082872928,6.13592430939226,2021-07-29
13,2021-07-29T15:15:00Z,14.666,norwood,1.0687977762335,6.88499096594857,2021-07-29
16,2021-07-29T15:15:00Z,14.465,norwood,1.13863794301598,6.74996664350243,2021-07-29
17,2021-07-29T15:15:00Z,14.694,blue.ruin,1.07889502762431,6.25380414364641,2021-07-29
21,2021-07-29T15:15:00Z,14.775,blue.ruin,1.07665745856354,6.26849378453039,2021-07-29
30,2021-07-29T15:15:00Z,13.727,blue.ruin,1.33423076923077,4.57752500000001,2021-07-29
5,2021-07-29T15:20:00Z,12.812,blue.ruin,1.6,4.552,2021-07-29
8,2021-07-29T15:20:00Z,14.655,blue.ruin,1.08047576301616,6.17453590664273,2021-07-29
15,2021-07-29T15:20:00Z,14.4,blue.ruin,1.08734290843806,6.13319569120287,2021-07-29
22,2021-07-29T15:20:00Z,14.674,blue.ruin,1.07996409335727,6.17761615798923,2021-07-29
23,2021-07-29T15:20:00Z,17.379,blue.ruin,1.00711849192101,6.61614667863555,2021-07-29
31,2021-07-29T15:20:00Z,14.611,blue.ruin,1.08166068222621,6.1674026929982,2021-07-29
7,2021-07-29T15:25:00Z,14.143,blue.ruin,1.0941376146789,6.1947297706422,2021-07-29
11,2021-07-29T15:25:00Z,15.475,blue.ruin,1.05747706422018,6.44787087155963,2021-07-29
13,2021-07-29T15:25:00Z,14.416,norwood,1.1928338762215,6.80277144408252,2021-07-29
14,2021-07-29T15:25:00Z,14.879,norwood,1.04201954397394,7.17327198697068,2021-07-29
21,2021-07-29T15:25:00Z,15.276,blue.ruin,1.06295412844037,6.41005174311927,2021-07-29
5,2021-07-29T15:30:00Z,13.188,blue.ruin,1.6,4.395,2021-07-29
8,2021-07-29T15:30:00Z,14.718,blue.ruin,1.07815157116451,5.94793414972273,2021-07-29
10,2021-07-29T15:30:00Z,14.107,blue.ruin,1.09509242144177,5.85115954251386,2021-07-29
15,2021-07-29T15:30:00Z,14.463,blue.ruin,1.08522181146026,5.90754540203327,2021-07-29
16,2021-07-29T15:30:00Z,14.716,norwood,1.10879332477535,7.15621951219512,2021-07-29
17,2021-07-29T15:30:00Z,14.694,blue.ruin,1.07881700554529,5.94413285582255,2021-07-29
23,2021-07-29T15:30:00Z,16.628,blue.ruin,1.02519408502773,6.25045378927911,2021-07-29
30,2021-07-29T15:30:00Z,13.664,blue.ruin,1.48612903225806,4.395,2021-07-29
11,2021-07-29T15:35:00Z,14.661,blue.ruin,1.07923542354235,6.05547799779978,2021-07-29
14,2021-07-29T15:35:00Z,14.19,norwood,1.27677459526775,6.79755853051058,2021-07-29
21,2021-07-29T15:35:00Z,15.401,blue.ruin,1.05888338833883,6.18532398239824,2021-07-29
22,2021-07-29T15:35:00Z,14.674,blue.ruin,1.07887788778878,6.05775907590759,2021-07-29
31,2021-07-29T15:35:00Z,14.736,blue.ruin,1.07717271727173,6.06863806380638,2021-07-29
5,2021-07-29T15:40:00Z,13.125,blue.ruin,1.6,4.452,2021-07-29
7,2021-07-29T15:40:00Z,13.955,blue.ruin,1.09933862433862,6.14271097883598,2021-07-29
8,2021-07-29T15:40:00Z,14.718,blue.ruin,1.07915343915344,6.27886005291005,2021-07-29
10,2021-07-29T15:40:00Z,14.421,blue.ruin,1.08701058201058,6.22586362433862,2021-07-29
13,2021-07-29T15:40:00Z,14.29,norwood,1.25311332503113,6.96917496886675,2021-07-29
16,2021-07-29T15:40:00Z,14.653,norwood,1.140099626401,7.30162359900374,2021-07-29
17,2021-07-29T15:40:00Z,14.631,blue.ruin,1.08145502645503,6.26333584656085,2021-07-29
23,2021-07-29T15:40:00Z,16.253,blue.ruin,1.03854497354497,6.55276415343915,2021-07-29
30,2021-07-29T15:40:00Z,13.79,blue.ruin,1.31724137931035,4.67295689655171,2021-07-29
11,2021-07-29T15:45:00Z,15.037,blue.ruin,1.07171209540034,6.28144491056218,2021-07-29
14,2021-07-29T15:45:00Z,14.754,norwood,1.1027180783818,7.576601348504,2021-07-29
15,2021-07-29T15:45:00Z,14.526,blue.ruin,1.08477001703578,6.19255310902896,2021-07-29
18,2021-07-29T15:45:00Z,14.998,norwood,1.025600505689,7.79124525916561,2021-07-29
22,2021-07-29T15:45:00Z,15.739,blue.ruin,1.0537734241908,6.40356241482112,2021-07-29
31,2021-07-29T15:45:00Z,15.175,blue.ruin,1.06818568994889,6.30545091567291,2021-07-29
7,2021-07-29T15:50:00Z,14.018,blue.ruin,1.09714964370546,6.06744477434679,2021-07-29
10,2021-07-29T15:50:00Z,14.358,blue.ruin,1.08849677638276,6.12875033932813,2021-07-29
13,2021-07-29T15:50:00Z,14.792,norwood,1.09360730593607,7.52589117199391,2021-07-29
21,2021-07-29T15:50:00Z,14.775,blue.ruin,1.07788428910757,6.20393981167289,2021-07-29
5,2021-07-29T15:55:00Z,13.375,blue.ruin,1.6,4.2,2021-07-29
8,2021-07-29T15:55:00Z,14.655,blue.ruin,1.08100270544471,6.23092957389246,2021-07-29
15,2021-07-29T15:55:00Z,14.526,blue.ruin,1.08427460263781,6.20622675008454,2021-07-29
16,2021-07-29T15:55:00Z,15.216,norwood,0.994063706563707,7.61709700772201,2021-07-29
17,2021-07-29T15:55:00Z,14.631,blue.ruin,1.08161143050389,6.22633369969564,2021-07-29
18,2021-07-29T15:55:00Z,15.186,norwood,0.998407335907336,7.61007480694981,2021-07-29
23,2021-07-29T15:55:00Z,16.566,blue.ruin,1.03253297260737,6.59687605681434,2021-07-29
30,2021-07-29T15:55:00Z,13.727,blue.ruin,1.34708588957055,4.22200153374233,2021-07-29
31,2021-07-29T15:55:00Z,14.611,blue.ruin,1.08211870138654,6.22250380453162,2021-07-29
6,2021-07-29T16:00:00Z,14.812,norwood,1.12608695652174,7.16816304347826,2021-07-29
11,2021-07-29T16:00:00Z,15.099,blue.ruin,1.06981927710843,6.13518373493976,2021-07-29
13,2021-07-29T16:00:00Z,15.794,norwood,0.911774193548387,7.40712177419355,2021-07-29
14,2021-07-29T16:00:00Z,14.691,norwood,1.16115942028985,7.12905724637681,2021-07-29
21,2021-07-29T16:00:00Z,14.838,blue.ruin,1.07655765920826,6.09104733218589,2021-07-29
22,2021-07-29T16:00:00Z,14.737,blue.ruin,1.079165232358,6.07396772805508,2021-07-29
5,2021-07-29T16:05:00Z,12.625,blue.ruin,1.6,4.156,2021-07-29
7,2021-07-29T16:05:00Z,14.018,blue.ruin,1.09718781386006,6.07358043187144,2021-07-29
8,2021-07-29T16:05:00Z,14.592,blue.ruin,1.08277535989287,6.18289889521259,2021-07-29
10,2021-07-29T16:05:00Z,14.483,blue.ruin,1.08551221961835,6.16213981419484,2021-07-29
15,2021-07-29T16:05:00Z,14.212,blue.ruin,1.09231670572481,6.11052778707734,2021-07-29
16,2021-07-29T16:05:00Z,15.154,norwood,1.03581580443434,7.31624559408755,2021-07-29
17,2021-07-29T16:05:00Z,14.631,blue.ruin,1.08179611650485,6.19032645631068,2021-07-29
23,2021-07-29T16:05:00Z,17.379,blue.ruin,1.01279712085705,6.7136838382993,2021-07-29
30,2021-07-29T16:05:00Z,13.79,blue.ruin,1.25086705202312,4.90792341040461,2021-07-29
11,2021-07-29T16:10:00Z,15.725,blue.ruin,1.05580660835763,6.29242468415938,2021-07-29
14,2021-07-29T16:10:00Z,14.817,norwood,1.13198324022346,7.2647716480446896,2021-07-29
18,2021-07-29T16:10:00Z,14.873,norwood,1.11790502793296,7.28295600558659,2021-07-29
22,2021-07-29T16:10:00Z,15.176,blue.ruin,1.06914480077745,6.19692322643343,2021-07-29
31,2021-07-29T16:10:00Z,14.736,blue.ruin,1.07983479105928,6.12038289601555,2021-07-29
7,2021-07-29T16:15:00Z,14.08,blue.ruin,1.09697406340058,6.04068443804035,2021-07-29
10,2021-07-29T16:15:00Z,14.295,blue.ruin,1.09181075888569,6.07789895533141,2021-07-29
13,2021-07-29T16:15:00Z,14.729,norwood,1.16789215686275,7.28954738562092,2021-07-29
16,2021-07-29T16:15:00Z,15.154,norwood,1.06372549019608,7.43190849673203,2021-07-29
17,2021-07-29T16:15:00Z,14.631,blue.ruin,1.08374159462056,6.13605745677233,2021-07-29
21,2021-07-29T16:15:00Z,15.777,blue.ruin,1.0562199807877,6.33441948847262,2021-07-29
30,2021-07-29T16:15:00Z,13.727,blue.ruin,1.35926395939086,4.217,2021-07-29
5,2021-07-29T16:20:00Z,12.562,blue.ruin,1.6,4.128,2021-07-29
8,2021-07-29T16:20:00Z,14.718,blue.ruin,1.08150234741784,6.23704906103286,2021-07-29
15,2021-07-29T16:20:00Z,14.4,blue.ruin,1.08896713615023,6.1784131455399,2021-07-29
18,2021-07-29T16:20:00Z,14.246,norwood,1.27597254004577,7.26638272311213,2021-07-29
22,2021-07-29T16:20:00Z,14.674,blue.ruin,1.08253521126761,6.22893591549296,2021-07-29
23,2021-07-29T16:20:00Z,17.692,blue.ruin,1.01169014084507,6.78542394366197,2021-07-29
31,2021-07-29T16:20:00Z,15.05,blue.ruin,1.07370892018779,6.29826643192488,2021-07-29
6,2021-07-29T16:25:00Z,14.375,norwood,1.25299418604651,7.29925828488372,2021-07-29
7,2021-07-29T16:25:00Z,13.83,blue.ruin,1.21538461538461,5.3443365384615404,2021-07-29
11,2021-07-29T16:25:00Z,14.974,blue.ruin,1.07564541213064,6.61631263608087,2021-07-29
13,2021-07-29T16:25:00Z,14.729,norwood,1.16037790697674,7.40468648255814,2021-07-29
14,2021-07-29T16:25:00Z,15.192,norwood,1.03924418604651,7.5425770348837204,2021-07-29
21,2021-07-29T16:25:00Z,15.088,blue.ruin,1.07298600311042,6.6405199066874,2021-07-29
5,2021-07-29T16:30:00Z,13.062,blue.ruin,1.6,4.1,2021-07-29
8,2021-07-29T16:30:00Z,14.78,blue.ruin,1.07956033676333,6.20942937324602,2021-07-29
10,2021-07-29T16:30:00Z,14.044,blue.ruin,1.0967726847521,6.07517305893358,2021-07-29
15,2021-07-29T16:30:00Z,14.15,blue.ruin,1.09429373246024,6.0945088868101,2021-07-29
16,2021-07-29T16:30:00Z,14.59,norwood,1.2181744312026,7.40521356988082,2021-07-29
17,2021-07-29T16:30:00Z,14.694,blue.ruin,1.08157156220767,6.19374181478017,2021-07-29
23,2021-07-29T16:30:00Z,16.816,blue.ruin,1.03194574368569,6.58082319925164,2021-07-29
30,2021-07-29T16:30:00Z,13.664,blue.ruin,1.38212435233161,4.1,2021-07-29
11,2021-07-29T16:35:00Z,14.724,blue.ruin,1.07994601460781,5.82556335344554,2021-07-29
14,2021-07-29T16:35:00Z,14.879,norwood,1.13338167053364,7.59454843387471,2021-07-29
18,2021-07-29T16:35:00Z,14.873,norwood,1.13494779582367,7.59251769141531,2021-07-29
21,2021-07-29T16:35:00Z,15.276,blue.ruin,1.06679898380438,5.90796236900603,2021-07-29
22,2021-07-29T16:35:00Z,14.8,blue.ruin,1.07813591616386,5.836908145443,2021-07-29
31,2021-07-29T16:35:00Z,14.987,blue.ruin,1.07368212130835,5.8648223046999,2021-07-29
5,2021-07-29T16:40:00Z,13.125,blue.ruin,1.6,4.279,2021-07-29
7,2021-07-29T16:40:00Z,14.018,blue.ruin,1.09550927432476,5.85747872600065,2021-07-29
8,2021-07-29T16:40:00Z,15.093,blue.ruin,1.06927269768955,6.02021109258054,2021-07-29
10,2021-07-29T16:40:00Z,14.17,blue.ruin,1.09179954441913,5.88048832574032,2021-07-29
13,2021-07-29T16:40:00Z,14.666,norwood,1.19830931263858,7.60037098115299,2021-07-29
16,2021-07-29T16:40:00Z,15.279,norwood,1.04539911308204,7.82234562084257,2021-07-29
17,2021-07-29T16:40:00Z,14.757,blue.ruin,1.07747315327042,5.96934776684022,2021-07-29
23,2021-07-29T16:40:00Z,16.879,blue.ruin,1.02568337129841,6.29057388952164,2021-07-29
30,2021-07-29T16:40:00Z,13.664,blue.ruin,1.28478260869565,4.68351086956522,2021-07-29
4,2021-07-29T16:45:00Z,14.312,norwood,1.28138051044084,7.51263834106729,2021-07-29
11,2021-07-29T16:45:00Z,14.661,blue.ruin,1.07795336787565,5.83956806994819,2021-07-29
14,2021-07-29T16:45:00Z,15.13,norwood,1.06786542923434,7.7464373549884,2021-07-29
15,2021-07-29T16:45:00Z,14.463,blue.ruin,1.0830829015544,5.80788037564767,2021-07-29
18,2021-07-29T16:45:00Z,15.5,norwood,0.987442922374429,7.8345,2021-07-29
22,2021-07-29T16:45:00Z,14.737,blue.ruin,1.07598445595855,5.85173102331606,2021-07-29
31,2021-07-29T16:45:00Z,14.736,blue.ruin,1.0760103626943,5.85157098445596,2021-07-29
7,2021-07-29T16:50:00Z,14.518,blue.ruin,1.08122941822173,5.5582756586169,2021-07-29
10,2021-07-29T16:50:00Z,13.982,blue.ruin,1.09593852908891,5.48410496706915,2021-07-29
13,2021-07-29T16:50:00Z,15.669,norwood,0.979282868525896,8.09109229747676,2021-07-29
21,2021-07-29T16:50:00Z,15.088,blue.ruin,1.06558726673985,5.63715120746432,2021-07-29
5,2021-07-29T16:55:00Z,13.125,blue.ruin,1.6,4.094,2021-07-29
8,2021-07-29T16:55:00Z,14.843,blue.ruin,1.07208108108108,5.26542824324324,2021-07-29
15,2021-07-29T16:55:00Z,14.4,blue.ruin,1.08405405405405,5.21496216216216,2021-07-29
16,2021-07-29T16:55:00Z,14.966,norwood,1.13217317487267,7.91142784380306,2021-07-29
17,2021-07-29T16:55:00Z,14.694,blue.ruin,1.07610810810811,5.24845432432432,2021-07-29
18,2021-07-29T16:55:00Z,14.559,norwood,1.2358234295416,7.766490237691,2021-07-29
23,2021-07-29T16:55:00Z,16.628,blue.ruin,1.02383783783784,5.46877351351351,2021-07-29
30,2021-07-29T16:55:00Z,13.727,blue.ruin,1.17946808510638,4.81279202127659,2021-07-29
31,2021-07-29T16:55:00Z,15.425,blue.ruin,1.05635135135135,5.33172905405405,2021-07-29
4,2021-07-29T17:00:00Z,14.312,norwood,1.30363585118377,7.67323985343856,2021-07-29
6,2021-07-29T17:00:00Z,14.188,norwood,1.33509019165727,7.64503579481398,2021-07-29
11,2021-07-29T17:00:00Z,14.223,blue.ruin,1.08907407407407,5.30365324074074,2021-07-29
13,2021-07-29T17:00:00Z,15.23,norwood,1.07077226606539,7.8820408680947,2021-07-29
14,2021-07-29T17:00:00Z,15.13,norwood,1.09613866967306,7.85929565952649,2021-07-29
21,2021-07-29T17:00:00Z,15.026,blue.ruin,1.06783068783069,5.40238187830688,2021-07-29
22,2021-07-29T17:00:00Z,14.925,blue.ruin,1.07050264550265,5.38996395502645,2021-07-29
5,2021-07-29T17:05:00Z,13.125,blue.ruin,1.6,3.926,2021-07-29
7,2021-07-29T17:05:00Z,13.893,blue.ruin,1.09723942208462,5.32502979876161,2021-07-29
8,2021-07-29T17:05:00Z,14.718,blue.ruin,1.07595459236326,5.44284133126935,2021-07-29
10,2021-07-29T17:05:00Z,14.232,blue.ruin,1.08849329205366,5.37343962848297,2021-07-29
15,2021-07-29T17:05:00Z,14.526,blue.ruin,1.08090815273478,5.415423374613,2021-07-29
16,2021-07-29T17:05:00Z,15.279,norwood,1.04336363636364,7.84320454545455,2021-07-29
17,2021-07-29T17:05:00Z,14.694,blue.ruin,1.0765737874097,5.43941408668731,2021-07-29
23,2021-07-29T17:05:00Z,16.253,blue.ruin,1.03635190918473,5.66204218266254,2021-07-29
30,2021-07-29T17:05:00Z,13.727,blue.ruin,1.15462962962963,5.007375,2021-07-29
6,2021-07-29T17:10:00Z,14.688,norwood,1.21348214285714,7.90147544642857,2021-07-29
11,2021-07-29T17:10:00Z,15.225,blue.ruin,1.06233535967579,5.4869297745694,2021-07-29
14,2021-07-29T17:10:00Z,14.879,norwood,1.16232142857143,7.93856696428571,2021-07-29
18,2021-07-29T17:10:00Z,14.936,norwood,1.14705357142857,7.94963616071429,2021-07-29
22,2021-07-29T17:10:00Z,15.05,blue.ruin,1.06676798378926,5.46273872847011,2021-07-29
31,2021-07-29T17:10:00Z,15.237,blue.ruin,1.062031408308,5.48858858915907,2021-07-29
7,2021-07-29T17:15:00Z,14.018,blue.ruin,1.09245782335428,5.80142656301687,2021-07-29
10,2021-07-29T17:15:00Z,14.107,blue.ruin,1.09024975190208,5.8172142739001,2021-07-29
13,2021-07-29T17:15:00Z,15.606,norwood,0.988782447466007,8.13341579110012,2021-07-29
16,2021-07-29T17:15:00Z,15.216,norwood,1.07095545134818,8.06261005275498,2021-07-29
17,2021-07-29T17:15:00Z,14.694,blue.ruin,1.0756864042342,5.92134220972544,2021-07-29
21,2021-07-29T17:15:00Z,14.838,blue.ruin,1.07211379424413,5.94688637115448,2021-07-29
30,2021-07-29T17:15:00Z,13.602,blue.ruin,1.21101321585903,4.95375550660793,2021-07-29
5,2021-07-29T17:20:00Z,13.062,blue.ruin,1.6,4.094,2021-07-29
8,2021-07-29T17:20:00Z,14.78,blue.ruin,1.07446912773603,6.07506697157791,2021-07-29
15,2021-07-29T17:20:00Z,14.526,blue.ruin,1.08069258412284,6.03032032015681,2021-07-29
18,2021-07-29T17:20:00Z,15.938,norwood,0.958617166212534,8.31125391689373,2021-07-29
22,2021-07-29T17:20:00Z,14.737,blue.ruin,1.07552270499837,6.06749175106174,2021-07-29
23,2021-07-29T17:20:00Z,16.503,blue.ruin,1.03225253185234,6.3786042959817,2021-07-29
31,2021-07-29T17:20:00Z,15.112,blue.ruin,1.06633453119895,6.13355472067952,2021-07-29
7,2021-07-29T17:25:00Z,13.768,blue.ruin,1.09868206963879,6.21749772209567,2021-07-29
11,2021-07-29T17:25:00Z,14.849,blue.ruin,1.07229905629678,6.43265119589977,2021-07-29
13,2021-07-29T17:25:00Z,15.543,norwood,0.994291338582677,8.39120505249344,2021-07-29
14,2021-07-29T17:25:00Z,15.13,norwood,1.09508928571429,8.26839955357143,2021-07-29
21,2021-07-29T17:25:00Z,14.775,blue.ruin,1.07410510901399,6.41792283599089,2021-07-29
5,2021-07-29T17:30:00Z,13.062,blue.ruin,1.6,3.92,2021-07-29
8,2021-07-29T17:30:00Z,14.843,blue.ruin,1.07217384160368,5.71892437561617,2021-07-29
10,2021-07-29T17:30:00Z,13.982,blue.ruin,1.09339467630628,5.58151947091686,2021-07-29
15,2021-07-29T17:30:00Z,14.4,blue.ruin,1.08309234308248,5.64822707854091,2021-07-29
16,2021-07-29T17:30:00Z,14.966,norwood,1.15978637413395,8.20554994226328,2021-07-29
17,2021-07-29T17:30:00Z,14.694,blue.ruin,1.07584620440355,5.69514582648702,2021-07-29
23,2021-07-29T17:30:00Z,16.253,blue.ruin,1.03742195202103,5.94394286066382,2021-07-29
30,2021-07-29T17:30:00Z,13.602,blue.ruin,1.20632911392405,4.85026898734177,2021-07-29
6,2021-07-29T17:35:00Z,14.812,norwood,1.18117245657568,8.12254916253102,2021-07-29
11,2021-07-29T17:35:00Z,14.912,blue.ruin,1.06883454734651,5.24741363163371,2021-07-29
14,2021-07-29T17:35:00Z,14.817,norwood,1.17977667493797,8.12362158808933,2021-07-29
18,2021-07-29T17:35:00Z,14.936,norwood,1.1465570719603,8.14914531637717,2021-07-29
21,2021-07-29T17:35:00Z,15.652,blue.ruin,1.04958376690947,5.34179058272633,2021-07-29
22,2021-07-29T17:35:00Z,15.614,blue.ruin,1.05057232049948,5.3369441987513,2021-07-29
31,2021-07-29T17:35:00Z,15.864,blue.ruin,1.04406867845994,5.36882830385016,2021-07-29
5,2021-07-29T17:40:00Z,13,blue.ruin,1.6,3.926,2021-07-29
7,2021-07-29T17:40:00Z,14.205,blue.ruin,1.085899895361,5.25574402685734,2021-07-29
8,2021-07-29T17:40:00Z,14.78,blue.ruin,1.07085803976282,5.33147976979421,2021-07-29
10,2021-07-29T17:40:00Z,14.044,blue.ruin,1.0901116149285,5.23453801883502,2021-07-29
13,2021-07-29T17:40:00Z,15.042,norwood,1.11510989010989,8.18623534798535,2021-07-29
16,2021-07-29T17:40:00Z,15.342,norwood,1.03269230769231,8.22222435897436,2021-07-29
17,2021-07-29T17:40:00Z,14.631,blue.ruin,1.07475584234391,5.3118543337984,2021-07-29
23,2021-07-29T17:40:00Z,15.252,blue.ruin,1.05851063829787,5.39364893617021,2021-07-29
30,2021-07-29T17:40:00Z,13.602,blue.ruin,1.16457399103139,4.85961995515695,2021-07-29
11,2021-07-29T17:45:00Z,14.411,blue.ruin,1.08104004071938,5.66991052341364,2021-07-29
14,2021-07-29T17:45:00Z,15.067,norwood,1.11683229813665,8.29455900621118,2021-07-29
15,2021-07-29T17:45:00Z,14.338,blue.ruin,1.08289786223278,5.65729127078385,2021-07-29
18,2021-07-29T17:45:00Z,16.064,norwood,0.95115298087739,8.4022505624297,2021-07-29
