ibutton,date.time,ibutton.temp,site,fish_depth,dissolved.oxygen,date
8,2021-08-02T04:30:00Z,14.968,blue.ruin,0.863434022257552,2.60348171701113,2021-08-02
10,2021-08-02T04:30:00Z,12.477,blue.ruin,1.37091836734694,2.656,2021-08-02
15,2021-08-02T04:30:00Z,13.148,blue.ruin,1.04494799405646,2.31586701337296,2021-08-02
16,2021-08-02T04:30:00Z,14.34,norwood,0.931135822081017,1.56180262112788,2021-08-02
17,2021-08-02T04:30:00Z,16.573,blue.ruin,0.719902623211447,3.2558971672207,2021-08-02
23,2021-08-02T04:30:00Z,12.56,blue.ruin,1.24387755102041,2.53767346938775,2021-08-02
30,2021-08-02T04:30:00Z,12.472,blue.ruin,1.37857142857143,2.656,2021-08-02
6,2021-08-02T04:35:00Z,14.062,norwood,0.967153284671533,1.57011131386861,2021-08-02
11,2021-08-02T04:35:00Z,13.158,blue.ruin,1.04302158273381,2.31255611510791,2021-08-02
14,2021-08-02T04:35:00Z,14.503,norwood,0.918868613138686,1.60592244525547,2021-08-02
18,2021-08-02T04:35:00Z,17.38,norwood,0.58640805159273,4.29994860269689,2021-08-02
21,2021-08-02T04:35:00Z,15.965,blue.ruin,0.773716012084592,2.91795660532821,2021-08-02
22,2021-08-02T04:35:00Z,13.672,blue.ruin,0.987553956834532,2.24544028776978,2021-08-02
31,2021-08-02T04:35:00Z,14.862,blue.ruin,0.87368580060423,2.5108069211755,2021-08-02
5,2021-08-02T04:40:00Z,14.125,blue.ruin,0.94222718959561,2.26306977517504,2021-08-02
7,2021-08-02T04:40:00Z,12.454,blue.ruin,1.37310344827586,2.734,2021-08-02
8,2021-08-02T04:40:00Z,14.968,blue.ruin,0.865139199349725,2.59104413367571,2021-08-02
10,2021-08-02T04:40:00Z,12.477,blue.ruin,1.33741379310345,2.71814137931035,2021-08-02
13,2021-08-02T04:40:00Z,15.23,norwood,0.821178040411742,2.0230228745711,2021-08-02
16,2021-08-02T04:40:00Z,14.59,norwood,0.897861842105263,1.69688733552632,2021-08-02
17,2021-08-02T04:40:00Z,16.385,blue.ruin,0.73556187766714,3.14233673865253,2021-08-02
23,2021-08-02T04:40:00Z,12.623,blue.ruin,1.11086206896552,2.43268620689655,2021-08-02
30,2021-08-02T04:40:00Z,12.41,blue.ruin,1.44137931034483,2.734,2021-08-02
2,2021-08-02T04:45:00Z,15.188,norwood,0.830708509819022,2.02033018867925,2021-08-02
11,2021-08-02T04:45:00Z,14.035,blue.ruin,0.956632653061224,2.25834056122449,2021-08-02
14,2021-08-02T04:45:00Z,14.503,norwood,0.911715647339158,1.76749563145353,2021-08-02
15,2021-08-02T04:45:00Z,12.835,blue.ruin,1.07908163265306,2.41232015306122,2021-08-02
18,2021-08-02T04:45:00Z,17.818,norwood,0.526896418944936,4.92325471698113,2021-08-02
22,2021-08-02T04:45:00Z,13.672,blue.ruin,0.993673469387755,2.3049193877551,2021-08-02
31,2021-08-02T04:45:00Z,14.548,blue.ruin,0.908527052046904,2.4528404181706,2021-08-02
6,2021-08-02T04:50:00Z,14.438,norwood,0.930118694362018,1.80558456973294,2021-08-02
13,2021-08-02T04:50:00Z,15.168,norwood,0.849003189792663,1.91536004784689,2021-08-02
21,2021-08-02T04:50:00Z,15.903,blue.ruin,0.790255220417633,2.99225268930605,2021-08-02
2,2021-08-02T04:55:00Z,14.438,norwood,0.929482874412357,1.81169811954332,2021-08-02
5,2021-08-02T04:55:00Z,14.438,blue.ruin,0.941090629800307,2.27535679374389,2021-08-02
8,2021-08-02T04:55:00Z,15.156,blue.ruin,0.830798771121352,2.83684261974585,2021-08-02
15,2021-08-02T04:55:00Z,13.023,blue.ruin,1.06474069898534,2.38088401916573,2021-08-02
16,2021-08-02T04:55:00Z,14.841,norwood,0.888885157824043,1.86650503693754,2021-08-02
17,2021-08-02T04:55:00Z,16.259,blue.ruin,0.66136712749616,3.699403714565,2021-08-02
18,2021-08-02T04:55:00Z,18.194,norwood,0.541194837635304,4.81816579933389,2021-08-02
31,2021-08-02T04:55:00Z,14.799,blue.ruin,0.885637480798771,2.55766373411535,2021-08-02
6,2021-08-02T05:00:00Z,13.875,norwood,0.97625,1.648025,2021-08-02
11,2021-08-02T05:00:00Z,13.221,blue.ruin,1.05278915046059,2.42460990276356,2021-08-02
13,2021-08-02T05:00:00Z,15.356,norwood,0.813846003517686,2.14142707315484,2021-08-02
14,2021-08-02T05:00:00Z,14.378,norwood,0.919090909090909,1.71547272727273,2021-08-02
21,2021-08-02T05:00:00Z,15.777,blue.ruin,0.754295887893407,3.23870496836038,2021-08-02
22,2021-08-02T05:00:00Z,13.734,blue.ruin,1.01340839303992,2.38070035823951,2021-08-02
2,2021-08-02T05:05:00Z,14.062,norwood,0.962120031176929,1.57131936866719,2021-08-02
5,2021-08-02T05:05:00Z,14.375,blue.ruin,0.973280802292264,2.25096346704871,2021-08-02
8,2021-08-02T05:05:00Z,14.906,blue.ruin,0.927619507484307,2.31196347833721,2021-08-02
15,2021-08-02T05:05:00Z,13.023,blue.ruin,1.07012893982808,2.37977148997135,2021-08-02
16,2021-08-02T05:05:00Z,14.403,norwood,0.922252533125487,1.61138620420889,2021-08-02
17,2021-08-02T05:05:00Z,16.259,blue.ruin,0.780625301786576,2.9159760326588,2021-08-02
6,2021-08-02T05:10:00Z,14.625,norwood,0.902462526766595,1.68928015703069,2021-08-02
11,2021-08-02T05:10:00Z,13.221,blue.ruin,1.05464601769912,2.29403263274336,2021-08-02
14,2021-08-02T05:10:00Z,14.566,norwood,0.908779443254818,1.68208940042827,2021-08-02
18,2021-08-02T05:10:00Z,17.755,norwood,0.582793522267206,4.30794736842105,2021-08-02
22,2021-08-02T05:10:00Z,13.672,blue.ruin,1.02138643067847,2.2418982300885,2021-08-02
31,2021-08-02T05:10:00Z,14.486,blue.ruin,0.961356932153392,2.14780199115044,2021-08-02
7,2021-08-02T05:15:00Z,12.454,blue.ruin,1.33916083916084,2.69551398601398,2021-08-02
10,2021-08-02T05:15:00Z,12.477,blue.ruin,1.30297202797203,2.62711713286713,2021-08-02
13,2021-08-02T05:15:00Z,15.919,norwood,0.754984423676012,2.63140758047767,2021-08-02
16,2021-08-02T05:15:00Z,14.59,norwood,0.891464369616288,1.67352329678935,2021-08-02
17,2021-08-02T05:15:00Z,16.385,blue.ruin,0.758476394849785,2.99770971517753,2021-08-02
21,2021-08-02T05:15:00Z,16.279,blue.ruin,0.769849785407725,2.93608661724542,2021-08-02
30,2021-08-02T05:15:00Z,12.472,blue.ruin,1.31083916083916,2.64198601398602,2021-08-02
2,2021-08-02T05:20:00Z,14.5,norwood,0.891024555461473,1.69597565622354,2021-08-02
5,2021-08-02T05:20:00Z,14.5,blue.ruin,0.960324483775811,1.96876474926254,2021-08-02
8,2021-08-02T05:20:00Z,15.469,blue.ruin,0.859694989106754,2.39659932659933,2021-08-02
15,2021-08-02T05:20:00Z,13.023,blue.ruin,1.06924778761062,2.1667328539823,2021-08-02
18,2021-08-02T05:20:00Z,17.755,norwood,0.56980122324159,4.40268539755352,2021-08-02
22,2021-08-02T05:20:00Z,13.546,blue.ruin,1.0306784660767,2.0966331120944,2021-08-02
23,2021-08-02T05:20:00Z,12.56,blue.ruin,1.17237762237762,2.35417132867133,2021-08-02
31,2021-08-02T05:20:00Z,14.736,blue.ruin,0.939542483660131,2.00171717171717,2021-08-02
6,2021-08-02T05:25:00Z,14,norwood,0.966949152542373,1.68358474576271,2021-08-02
7,2021-08-02T05:25:00Z,12.391,blue.ruin,1.43828671328671,2.686,2021-08-02
11,2021-08-02T05:25:00Z,13.221,blue.ruin,1.05594555873925,2.2111020773639,2021-08-02
13,2021-08-02T05:25:00Z,15.293,norwood,0.8217417538214,2.10590684499866,2021-08-02
14,2021-08-02T05:25:00Z,14.566,norwood,0.901540832049307,1.7733031587057,2021-08-02
21,2021-08-02T05:25:00Z,15.276,blue.ruin,0.885952557449963,2.31598625244289,2021-08-02
2,2021-08-02T05:30:00Z,14.25,norwood,0.93096926713948,1.73950807722616,2021-08-02
5,2021-08-02T05:30:00Z,14.562,blue.ruin,0.961210974456008,2.18252826395459,2021-08-02
8,2021-08-02T05:30:00Z,14.53,blue.ruin,0.963481551561022,2.18506563386944,2021-08-02
10,2021-08-02T05:30:00Z,12.477,blue.ruin,1.30297202797203,2.56444624125874,2021-08-02
15,2021-08-02T05:30:00Z,13.148,blue.ruin,1.06154210028382,2.29464829706717,2021-08-02
16,2021-08-02T05:30:00Z,14.59,norwood,0.890780141843972,1.79583983451537,2021-08-02
17,2021-08-02T05:30:00Z,16.385,blue.ruin,0.762827879090682,2.87444780051325,2021-08-02
23,2021-08-02T05:30:00Z,12.623,blue.ruin,1.09879375591296,2.33627702223273,2021-08-02
30,2021-08-02T05:30:00Z,12.472,blue.ruin,1.31083916083916,2.57323776223776,2021-08-02
6,2021-08-02T05:35:00Z,13.938,norwood,0.961783439490446,1.63454458598726,2021-08-02
11,2021-08-02T05:35:00Z,15.851,blue.ruin,0.821252796420581,2.6328533658735,2021-08-02
14,2021-08-02T05:35:00Z,14.629,norwood,0.879259554140127,1.7404502388535,2021-08-02
18,2021-08-02T05:35:00Z,17.004,norwood,0.633492579792641,3.79007562512706,2021-08-02
21,2021-08-02T05:35:00Z,16.341,blue.ruin,0.766442953020134,2.83415497254424,2021-08-02
22,2021-08-02T05:35:00Z,13.797,blue.ruin,1.01468481375358,2.23746006446991,2021-08-02
31,2021-08-02T05:35:00Z,14.799,blue.ruin,0.938926174496644,2.2006711409396,2021-08-02
5,2021-08-02T05:40:00Z,14.438,blue.ruin,0.960790273556231,2.13297530395137,2021-08-02
7,2021-08-02T05:40:00Z,12.454,blue.ruin,1.33916083916084,2.58796590909091,2021-08-02
8,2021-08-02T05:40:00Z,15.093,blue.ruin,0.893954843408594,2.34316162351851,2021-08-02
10,2021-08-02T05:40:00Z,12.539,blue.ruin,1.20541958041958,2.42714204545455,2021-08-02
13,2021-08-02T05:40:00Z,15.481,norwood,0.785291742378357,2.26233609260381,2021-08-02
16,2021-08-02T05:40:00Z,14.59,norwood,0.882608695652174,1.61745652173913,2021-08-02
17,2021-08-02T05:40:00Z,16.76,blue.ruin,0.711835396941005,3.06832814672582,2021-08-02
23,2021-08-02T05:40:00Z,12.56,blue.ruin,1.17237762237762,2.38740909090909,2021-08-02
30,2021-08-02T05:40:00Z,12.472,blue.ruin,1.31083916083916,2.55390909090909,2021-08-02
2,2021-08-02T05:45:00Z,14.25,norwood,0.931091058244463,1.68268888433142,2021-08-02
11,2021-08-02T05:45:00Z,14.035,blue.ruin,0.983124318429662,2.09306161395856,2021-08-02
14,2021-08-02T05:45:00Z,15.004,norwood,0.840321923390383,1.88448994838359,2021-08-02
15,2021-08-02T05:45:00Z,13.085,blue.ruin,1.06082333696838,2.19407033805889,2021-08-02
18,2021-08-02T05:45:00Z,17.63,norwood,0.572799511002445,4.35818052159739,2021-08-02
22,2021-08-02T05:45:00Z,13.609,blue.ruin,1.01796619411123,2.1383560523446,2021-08-02
31,2021-08-02T05:45:00Z,14.736,blue.ruin,0.918725052829303,2.17282524707038,2021-08-02
6,2021-08-02T05:50:00Z,13.562,norwood,1.04149377593361,1.65686479944675,2021-08-02
7,2021-08-02T05:50:00Z,12.454,blue.ruin,1.33916083916084,2.51812587412587,2021-08-02
10,2021-08-02T05:50:00Z,12.539,blue.ruin,1.20541958041958,2.34693706293706,2021-08-02
13,2021-08-02T05:50:00Z,15.857,norwood,0.748463114754098,2.90104730191257,2021-08-02
21,2021-08-02T05:50:00Z,16.091,blue.ruin,0.767003444316877,2.71538691159587,2021-08-02
2,2021-08-02T05:55:00Z,14.312,norwood,0.925990099009901,1.80975618811881,2021-08-02
5,2021-08-02T05:55:00Z,14.25,blue.ruin,0.940983971504898,2.12081842467417,2021-08-02
8,2021-08-02T05:55:00Z,14.405,blue.ruin,0.925456366874444,2.1738946005019,2021-08-02
15,2021-08-02T05:55:00Z,12.835,blue.ruin,1.07789575289575,2.24954995173745,2021-08-02
16,2021-08-02T05:55:00Z,14.528,norwood,0.899257425742574,1.85346410891089,2021-08-02
17,2021-08-02T05:55:00Z,16.698,blue.ruin,0.695747996438112,2.95907957581154,2021-08-02
18,2021-08-02T05:55:00Z,17.63,norwood,0.566680637049455,4.46781950265437,2021-08-02
23,2021-08-02T05:55:00Z,12.56,blue.ruin,1.16764705882353,2.36151470588235,2021-08-02
30,2021-08-02T05:55:00Z,12.41,blue.ruin,1.38823529411765,2.589,2021-08-02
31,2021-08-02T05:55:00Z,14.674,blue.ruin,0.898508459483526,2.26600744758358,2021-08-02
6,2021-08-02T06:00:00Z,13.75,norwood,0.988034188034188,1.68939387464387,2021-08-02
11,2021-08-02T06:00:00Z,15.225,blue.ruin,0.834377710320902,2.45891133801151,2021-08-02
13,2021-08-02T06:00:00Z,15.606,norwood,0.763005100039231,2.69996904014646,2021-08-02
14,2021-08-02T06:00:00Z,14.942,norwood,0.828128677912907,2.11309706420819,2021-08-02
21,2021-08-02T06:00:00Z,17.03,blue.ruin,0.65826105810928,3.05130371363242,2021-08-02
22,2021-08-02T06:00:00Z,13.86,blue.ruin,0.968828451882845,2.09518305439331,2021-08-02
2,2021-08-02T06:05:00Z,15.062,norwood,0.837423377721412,1.98207253575706,2021-08-02
5,2021-08-02T06:05:00Z,13.375,blue.ruin,1.01240795287187,2.18254924521355,2021-08-02
7,2021-08-02T06:05:00Z,12.391,blue.ruin,1.40478723404255,2.575,2021-08-02
8,2021-08-02T06:05:00Z,15.469,blue.ruin,0.80247641509434,2.58743996569468,2021-08-02
10,2021-08-02T06:05:00Z,12.477,blue.ruin,1.26755319148936,2.47915558510638,2021-08-02
15,2021-08-02T06:05:00Z,12.897,blue.ruin,1.06520618556701,2.24392719072165,2021-08-02
16,2021-08-02T06:05:00Z,14.841,norwood,0.862210694333599,1.85168675179569,2021-08-02
17,2021-08-02T06:05:00Z,16.76,blue.ruin,0.677915951972555,2.99056291907064,2021-08-02
23,2021-08-02T06:05:00Z,12.435,blue.ruin,1.33457446808511,2.55706781914894,2021-08-02
30,2021-08-02T06:05:00Z,12.347,blue.ruin,1.475,2.575,2021-08-02
6,2021-08-02T06:10:00Z,13.25,norwood,1.14832962138085,1.33029398663697,2021-08-02
11,2021-08-02T06:10:00Z,14.536,blue.ruin,0.881057452123231,2.37939065929907,2021-08-02
14,2021-08-02T06:10:00Z,15.255,norwood,0.791694384660536,2.26766581882215,2021-08-02
18,2021-08-02T06:10:00Z,15.75,norwood,0.743269418900411,2.70591175895128,2021-08-02
22,2021-08-02T06:10:00Z,13.484,blue.ruin,0.988916256157636,2.20039655172414,2021-08-02
31,2021-08-02T06:10:00Z,14.11,blue.ruin,0.920961698584513,2.24661834834608,2021-08-02
7,2021-08-02T06:15:00Z,12.454,blue.ruin,1.30425531914894,2.55993882978723,2021-08-02
10,2021-08-02T06:15:00Z,12.477,blue.ruin,1.26755319148936,2.52057579787234,2021-08-02
13,2021-08-02T06:15:00Z,15.481,norwood,0.771654404454166,2.40112335122954,2021-08-02
16,2021-08-02T06:15:00Z,14.653,norwood,0.856615214994487,1.67525689084895,2021-08-02
17,2021-08-02T06:15:00Z,16.447,blue.ruin,0.698316115702479,3.06775770097671,2021-08-02
21,2021-08-02T06:15:00Z,16.216,blue.ruin,0.719793388429752,2.9920015026296,2021-08-02
30,2021-08-02T06:15:00Z,12.41,blue.ruin,1.37446808510638,2.609,2021-08-02
2,2021-08-02T06:20:00Z,14.812,norwood,0.832413047750049,1.70752253225912,2021-08-02
4,2021-08-02T06:20:00Z,13.312,norwood,1.13037234042553,1.234525,2021-08-02
5,2021-08-02T06:20:00Z,13.938,blue.ruin,0.926194381792085,2.27526739612653,2021-08-02
8,2021-08-02T06:20:00Z,16.346,blue.ruin,0.704008611851548,3.07109642664082,2021-08-02
15,2021-08-02T06:20:00Z,12.772,blue.ruin,1.07139037433155,2.30167914438503,2021-08-02
18,2021-08-02T06:20:00Z,18.194,norwood,0.500127726468855,4.83488121438396,2021-08-02
22,2021-08-02T06:20:00Z,13.609,blue.ruin,0.959491978609626,2.19873262032086,2021-08-02
23,2021-08-02T06:20:00Z,12.498,blue.ruin,1.19712230215827,2.41735251798561,2021-08-02
31,2021-08-02T06:20:00Z,14.173,blue.ruin,0.90451096985852,2.35293343523403,2021-08-02
6,2021-08-02T06:25:00Z,13.688,norwood,0.9787,1.3727925,2021-08-02
7,2021-08-02T06:25:00Z,12.391,blue.ruin,1.37032374100719,2.54,2021-08-02
11,2021-08-02T06:25:00Z,14.473,blue.ruin,0.882778126964173,2.44644306039655,2021-08-02
13,2021-08-02T06:25:00Z,14.854,norwood,0.819833496571988,1.79643650016324,2021-08-02
14,2021-08-02T06:25:00Z,15.067,norwood,0.798971596474045,1.99521563826314,2021-08-02
21,2021-08-02T06:25:00Z,16.153,blue.ruin,0.72438717787555,3.07424718587509,2021-08-02
2,2021-08-02T06:30:00Z,14.5,norwood,0.873879885605338,1.65160295519542,2021-08-02
5,2021-08-02T06:30:00Z,13.562,blue.ruin,0.986081694402421,2.25355597579425,2021-08-02
8,2021-08-02T06:30:00Z,15.281,blue.ruin,0.813804277381724,2.7474488894126,2021-08-02
10,2021-08-02T06:30:00Z,12.477,blue.ruin,1.23111510791367,2.48143705035971,2021-08-02
15,2021-08-02T06:30:00Z,13.273,blue.ruin,1.01887291981846,2.28405181543117,2021-08-02
16,2021-08-02T06:30:00Z,14.653,norwood,0.852001906577693,1.68128408007626,2021-08-02
17,2021-08-02T06:30:00Z,16.259,blue.ruin,0.718729747245625,3.1156466152124,2021-08-02
23,2021-08-02T06:30:00Z,12.435,blue.ruin,1.29910071942446,2.54466366906475,2021-08-02
30,2021-08-02T06:30:00Z,12.472,blue.ruin,1.23920863309353,2.48896402877698,2021-08-02
6,2021-08-02T06:35:00Z,13.812,norwood,0.966095089633671,1.56617751363991,2021-08-02
11,2021-08-02T06:35:00Z,14.348,blue.ruin,0.884298245614035,2.43130462519936,2021-08-02
14,2021-08-02T06:35:00Z,14.879,norwood,0.84240090367632,1.80173437393031,2021-08-02
18,2021-08-02T06:35:00Z,17.881,norwood,0.534124050112959,4.63068830013008,2021-08-02
22,2021-08-02T06:35:00Z,13.484,blue.ruin,0.998017621145374,2.2458204845815,2021-08-02
31,2021-08-02T06:35:00Z,15.05,blue.ruin,0.776535087719298,2.82708931419458,2021-08-02
5,2021-08-02T06:40:00Z,13.75,blue.ruin,0.97246790299572,2.12139889443652,2021-08-02
7,2021-08-02T06:40:00Z,12.391,blue.ruin,1.37032374100719,2.649,2021-08-02
8,2021-08-02T06:40:00Z,15.407,blue.ruin,0.724911111111111,3.07220606060606,2021-08-02
10,2021-08-02T06:40:00Z,12.477,blue.ruin,1.23111510791367,2.48285836330935,2021-08-02
13,2021-08-02T06:40:00Z,15.731,norwood,0.73641709133673094,2.78253067424539,2021-08-02
16,2021-08-02T06:40:00Z,14.465,norwood,0.865285714285714,1.71470833333333,2021-08-02
17,2021-08-02T06:40:00Z,16.51,blue.ruin,0.553333333333333,3.82090909090909,2021-08-02
23,2021-08-02T06:40:00Z,13.312,blue.ruin,1.01932952924394,2.1868880171184,2021-08-02
30,2021-08-02T06:40:00Z,12.41,blue.ruin,1.33956834532374,2.63442176258993,2021-08-02
2,2021-08-02T06:45:00Z,15,norwood,0.821090534979424,2.04394427297668,2021-08-02
11,2021-08-02T06:45:00Z,13.659,blue.ruin,0.983298755186722,2.10078060165975,2021-08-02
14,2021-08-02T06:45:00Z,14.817,norwood,0.839917695473251,1.87465672153635,2021-08-02
15,2021-08-02T06:45:00Z,12.96,blue.ruin,1.05580912863071,2.21135892116183,2021-08-02
18,2021-08-02T06:45:00Z,18.319,norwood,0.47962962962963,5.11424691358025,2021-08-02
22,2021-08-02T06:45:00Z,12.92,blue.ruin,1.05995850622407,2.2176867219917,2021-08-02
31,2021-08-02T06:45:00Z,14.235,blue.ruin,0.91015625,2.21734375,2021-08-02
6,2021-08-02T06:50:00Z,14.312,norwood,0.891705937794533,1.62149952874647,2021-08-02
13,2021-08-02T06:50:00Z,15.794,norwood,0.729492385786802,2.76958544839256,2021-08-02
2,2021-08-02T06:55:00Z,14.562,norwood,0.844188337273444,1.76654711715261,2021-08-02
5,2021-08-02T06:55:00Z,14.125,blue.ruin,0.930203619909502,2.1360242698478,2021-08-02
8,2021-08-02T06:55:00Z,15.407,blue.ruin,0.727171945701357,3.01828918140683,2021-08-02
15,2021-08-02T06:55:00Z,12.71,blue.ruin,1.08418862690707,2.24054785020804,2021-08-02
16,2021-08-02T06:55:00Z,14.59,norwood,0.841430260047281,1.7914847320725,2021-08-02
17,2021-08-02T06:55:00Z,15.633,blue.ruin,0.691380090497738,3.17382106129165,2021-08-02
18,2021-08-02T06:55:00Z,17.755,norwood,0.529669030732861,4.61032584712372,2021-08-02
23,2021-08-02T06:55:00Z,12.498,blue.ruin,1.19712230215827,2.40091366906475,2021-08-02
30,2021-08-02T06:55:00Z,12.41,blue.ruin,1.33956834532374,2.60318705035971,2021-08-02
31,2021-08-02T06:55:00Z,14.486,blue.ruin,0.873031674208145,2.38446236116824,2021-08-02
6,2021-08-02T07:00:00Z,14.5,norwood,0.857069672131147,1.77364139344262,2021-08-02
11,2021-08-02T07:00:00Z,14.223,blue.ruin,0.936361502347418,2.25430601792574,2021-08-02
13,2021-08-02T07:00:00Z,15.23,norwood,0.781076178960097,2.38256952841596,2021-08-02
14,2021-08-02T07:00:00Z,15.192,norwood,0.78490528012898,2.34937122128174,2021-08-02
22,2021-08-02T07:00:00Z,12.543,blue.ruin,1.12428057553957,2.33332464028777,2021-08-02
2,2021-08-02T07:05:00Z,14.438,norwood,0.883512195121951,1.80934292682927,2021-08-02
5,2021-08-02T07:05:00Z,15.25,blue.ruin,0.779227053140097,2.88756697408871,2021-08-02
7,2021-08-02T07:05:00Z,12.454,blue.ruin,1.26834532374101,2.56540467625899,2021-08-02
8,2021-08-02T07:05:00Z,16.033,blue.ruin,0.64683574879227,3.40509661835749,2021-08-02
10,2021-08-02T07:05:00Z,12.477,blue.ruin,1.23111510791367,2.52500989208633,2021-08-02
15,2021-08-02T07:05:00Z,13.023,blue.ruin,1.05853151010702,2.33775668846611,2021-08-02
16,2021-08-02T07:05:00Z,14.653,norwood,0.852048780487805,1.86629170731707,2021-08-02
23,2021-08-02T07:05:00Z,12.498,blue.ruin,1.19712230215827,2.48812769784173,2021-08-02
30,2021-08-02T07:05:00Z,12.41,blue.ruin,1.33956834532374,2.64268165467626,2021-08-02
4,2021-08-02T07:10:00Z,12.938,norwood,1.30022446689113,1.08139421997755,2021-08-02
6,2021-08-02T07:10:00Z,14.5,norwood,0.865223097112861,1.77087139107612,2021-08-02
11,2021-08-02T07:10:00Z,15.225,blue.ruin,0.778349282296651,2.92163549369291,2021-08-02
14,2021-08-02T07:10:00Z,14.879,norwood,0.823757732987428,2.02444488791326,2021-08-02
18,2021-08-02T07:10:00Z,17.818,norwood,0.530502893634005,4.58846969999335,2021-08-02
22,2021-08-02T07:10:00Z,12.543,blue.ruin,1.12428057553957,2.43035926258993,2021-08-02
31,2021-08-02T07:10:00Z,14.235,blue.ruin,0.944138755980861,2.28259243149195,2021-08-02
7,2021-08-02T07:15:00Z,12.454,blue.ruin,1.26834532374101,2.56595773381295,2021-08-02
10,2021-08-02T07:15:00Z,12.477,blue.ruin,1.23111510791367,2.52900674460432,2021-08-02
13,2021-08-02T07:15:00Z,15.418,norwood,0.755986261040236,2.5641324828263,2021-08-02
16,2021-08-02T07:15:00Z,14.528,norwood,0.843326790971541,1.78549165848871,2021-08-02
30,2021-08-02T07:15:00Z,12.41,blue.ruin,1.33956834532374,2.63664658273381,2021-08-02
2,2021-08-02T07:20:00Z,14.5,norwood,0.847703215498302,1.62628736435657,2021-08-02
5,2021-08-02T07:20:00Z,14,blue.ruin,0.966646115906288,2.24147348951911,2021-08-02
8,2021-08-02T07:20:00Z,15.281,blue.ruin,0.765622009569378,2.89381774684646,2021-08-02
15,2021-08-02T07:20:00Z,12.835,blue.ruin,1.07438347718866,2.38045468557337,2021-08-02
18,2021-08-02T07:20:00Z,17.943,norwood,0.503884561613741,4.81291325477665,2021-08-02
22,2021-08-02T07:20:00Z,12.543,blue.ruin,1.12428057553957,2.44482194244604,2021-08-02
23,2021-08-02T07:20:00Z,12.498,blue.ruin,1.19712230215827,2.53878776978417,2021-08-02
31,2021-08-02T07:20:00Z,14.173,blue.ruin,0.950647348951911,2.22083508014797,2021-08-02
6,2021-08-02T07:25:00Z,14.25,norwood,0.887907608695652,1.59172010869565,2021-08-02
11,2021-08-02T07:25:00Z,15.6,blue.ruin,0.71,3.11836363636364,2021-08-02
13,2021-08-02T07:25:00Z,15.105,norwood,0.791876892028254,2.17796064581231,2021-08-02
14,2021-08-02T07:25:00Z,15.067,norwood,0.795711402623613,2.14253615876219,2021-08-02
2,2021-08-02T07:30:00Z,14.312,norwood,0.875091407678245,1.60359026508227,2021-08-02
5,2021-08-02T07:30:00Z,14.25,blue.ruin,0.935,2.39881818181818,2021-08-02
8,2021-08-02T07:30:00Z,15.407,blue.ruin,0.742166666666667,3.02640303030303,2021-08-02
10,2021-08-02T07:30:00Z,12.477,blue.ruin,1.26755319148936,2.75249867021277,2021-08-02
15,2021-08-02T07:30:00Z,12.96,blue.ruin,1.06406844106464,2.49458174904943,2021-08-02
16,2021-08-02T07:30:00Z,14.528,norwood,0.846660595021251,1.66658894960534,2021-08-02
23,2021-08-02T07:30:00Z,12.435,blue.ruin,1.33457446808511,2.83744813829787,2021-08-02
30,2021-08-02T07:30:00Z,12.41,blue.ruin,1.37446808510638,2.857,2021-08-02
6,2021-08-02T07:35:00Z,13.688,norwood,0.962137203166227,1.4897726473175,2021-08-02
11,2021-08-02T07:35:00Z,15.412,blue.ruin,0.739004739336493,3.13040155105558,2021-08-02
14,2021-08-02T07:35:00Z,14.817,norwood,0.821384615384615,1.89249538461538,2021-08-02
18,2021-08-02T07:35:00Z,18.382,norwood,0.45574358974359,5.22104752136752,2021-08-02
21,2021-08-02T07:35:00Z,16.466,blue.ruin,0.564170616113744,3.74391038345541,2021-08-02
22,2021-08-02T07:35:00Z,12.543,blue.ruin,1.16223404255319,2.66484308510639,2021-08-02
31,2021-08-02T07:35:00Z,13.985,blue.ruin,0.96492297817715,2.40932525673941,2021-08-02
5,2021-08-02T07:40:00Z,13.625,blue.ruin,1.00164092664093,2.64228643822394,2021-08-02
7,2021-08-02T07:40:00Z,12.454,blue.ruin,1.32352941176471,2.96819852941176,2021-08-02
8,2021-08-02T07:40:00Z,15.219,blue.ruin,0.7735,3.09382727272727,2021-08-02
10,2021-08-02T07:40:00Z,12.477,blue.ruin,1.28970588235294,2.93395220588235,2021-08-02
13,2021-08-02T07:40:00Z,15.418,norwood,0.751435503437121,2.46002304892843,2021-08-02
16,2021-08-02T07:40:00Z,14.59,norwood,0.835139506672058,1.70333885968459,2021-08-02
17,2021-08-02T07:40:00Z,15.884,blue.ruin,0.662666666666667,3.41020606060606,2021-08-02
23,2021-08-02T07:40:00Z,12.435,blue.ruin,1.35147058823529,2.995,2021-08-02
30,2021-08-02T07:40:00Z,12.41,blue.ruin,1.38823529411765,2.995,2021-08-02
2,2021-08-02T07:45:00Z,14.562,norwood,0.836523706472556,1.75157659518657,2021-08-02
4,2021-08-02T07:45:00Z,12.875,norwood,1.29442282749676,1.09861824470385,2021-08-02
11,2021-08-02T07:45:00Z,13.597,blue.ruin,1.0030964797914,2.91668098109518,2021-08-02
14,2021-08-02T07:45:00Z,15.004,norwood,0.79304544560299,2.1567215227228,2021-08-02
15,2021-08-02T07:45:00Z,12.897,blue.ruin,1.07154498044329,2.95107635267275,2021-08-02
