"date.time","depth","temperature","dissolved.oxygen","case"
2021-07-25 00:00:00,1.07553455755115,14.3794319645166,3.83590858540684,0
2021-07-25 00:00:00,1.11465148739517,14.2646889703075,3.8475132745939,0
2021-07-25 00:00:00,1.03931786082685,14.4856676082412,3.82516429871197,0
2021-07-25 00:00:00,0.963290389627218,14.8234602388591,3.80260948225607,0
2021-07-25 00:00:00,0.313333334028721,21.0329000004381,8.99881665989011,0
2021-07-25 00:00:00,0.988893574476242,14.668304938674,3.81020509376129,0
2021-07-25 00:00:00,1.10322730839252,14.2981998953819,3.84412410148978,0
2021-07-25 00:00:00,0.256261797994375,20.9969449327365,9.55497877854481,0
2021-07-25 00:00:00,0.294405627995729,21.0209755456373,9.18326715518162,0
2021-07-25 00:00:00,1.59289613552392,13.064,3.947,0
2021-07-26 00:00:00,1.08236338980496,14.3819133831188,3.55240170846321,0
2021-07-26 00:00:00,0.654865283891559,17.9303733291067,5.23155563165061,0
2021-07-26 00:00:00,0.920860815793276,15.1169874810278,3.48053306302801,0
2021-07-26 00:00:00,0.438188992440701,20.5413226410896,7.2108935540542,0
2021-07-26 00:00:00,0.00872389748692512,21.6245453365952,8.93,0
2021-07-26 00:00:00,0.349743242934346,21.6038074322008,8.01884547579475,0
2021-07-26 00:00:00,0.655075465515256,17.9278406405412,5.22963562251814,0
2021-07-26 00:00:00,0.86649357676506,15.4714618794918,3.45633964166045,0
2021-07-26 00:00:00,0.732454418390989,16.9954242583886,4.52277888799831,0
2021-07-26 00:00:00,1.04296920336783,14.4867019190416,3.53487129549868,0
2021-07-27 00:00:00,0.804152139276266,16.0386674190357,4.08481672113761,0
2021-07-27 00:00:00,0.245085763558745,21.4721819209799,9.014,0
2021-07-27 00:00:00,0.492864890769124,19.8046205514751,6.85371679660864,0
2021-07-27 00:00:00,0.528563299030066,19.3727412083343,6.53617945512757,0
2021-07-27 00:00:00,0.346986966207623,21.5311017887108,8.15130093558319,0
2021-07-27 00:00:00,0.642197896540165,17.9979898476571,5.52539971027523,0
2021-07-27 00:00:00,1.43744913935661,13.3505009213686,4.18220625984669,0
2021-07-27 00:00:00,0.689795473963022,17.4221543559954,5.10201925909892,0
2021-07-27 00:00:00,0.801886609569192,16.0660757974319,4.10496860788204,0
2021-07-27 00:00:00,0.0782613374292851,21.5462519661814,9.014,0
2021-07-28 00:00:00,0.940145678818226,14.5677240502834,3.61143959247321,0
2021-07-28 00:00:00,0.915635654330254,14.6814505639076,3.59636592741311,0
2021-07-28 00:00:00,0.0175885133445263,21.4305274270892,8.757,0
2021-07-28 00:00:00,1.57415426746011,12.92,3.925,0
2021-07-28 00:00:00,1.40708415582776,13.1709708872024,3.89860675583407,0
2021-07-28 00:00:00,0.0492136910557747,21.4188893616915,8.757,0
