"Window","Model","AIC","edf","deltaAIC"
"DO-maxima (high)","Temperature only",392.820900248646,5.60433332470473,0
"DO-maxima (high)","Both (bivariate)",418.62037982185,15.2485692014149,25.7994795732044
"DO-maxima (high)","DO only",505.21601775659,1.00360115656006,112.395117507945
"DO-minima (low)","Both (bivariate)",354.192169138071,12.3782046213671,0
"DO-minima (low)","Temperature only",381.946417696782,5.67103022980361,27.7542485587108
"DO-minima (low)","DO only",435.134687520328,0.987255617125691,80.9425183822572
