"Window","Model","AIC","edf","deltaAIC"
"DO-maxima (high)","Both (bivariate)",153.842411390403,7.88356742392151,0
"DO-maxima (high)","DO only",238.262430768187,2.83366259596792,84.4200193777834
"DO-maxima (high)","Temperature only",242.469451056759,3.1450023103214,88.6270396663554
"DO-minima (low)","Both (bivariate)",391.639713974984,10.9284232064219,0
"DO-minima (low)","Temperature only",407.408803858107,3.83019285683942,15.7690898831236
"DO-minima (low)","DO only",419.817392258343,4.66928565429955,28.1776782833588
