"Window","Model","AIC","edf","deltaAIC"
"DO-maxima (high)","Both (bivariate)",1700.77836124713,13.7734972639922,0
"DO-maxima (high)","Temperature only",1800.2454903447,4.47841706615884,99.4671290975673
"DO-maxima (high)","DO only",2041.52601018796,4.73465424344224,340.747648940829
"DO-minima (low)","Both (bivariate)",2113.42888605916,15.9308319572489,0
"DO-minima (low)","Temperature only",2190.50168456359,5.99586220793199,77.0727985044382
"DO-minima (low)","DO only",2301.00871127993,1.15724139486924,187.579825220774
