"Window","Model","AIC","edf","deltaAIC"
"DO-maxima (high)","Both (bivariate)",80.4947429726997,5.11253805187602,0
"DO-maxima (high)","Temperature only",94.6820348583201,3.63101132645519,14.1872918856204
"DO-maxima (high)","DO only",222.287579800412,2.04175744200532,141.792836827713
"DO-minima (low)","Both (bivariate)",161.225469943731,5.9532122531043,0
"DO-minima (low)","Temperature only",161.286228197844,3.54246398325017,0.0607582541132672
"DO-minima (low)","DO only",165.768347748211,3.54038512898735,4.54287780448067
