ibutton,date.time,time,hour,ibutton.temp,site,fish.depth,dissolved.oxygen
10,7/25/2021 12:05,12:05,12,13.417,blue.ruin.1,1.350280899,5.012
10,7/25/2021 12:15,12:15,12,13.982,blue.ruin.1,1.091457714,6.340807055
10,7/25/2021 12:30,12:30,12,17.491,blue.ruin.1,0.986904762,NA
10,7/25/2021 12:40,12:40,12,19.37,blue.ruin.1,0.53875,7.748818182
10,7/25/2021 12:50,12:50,12,19.996,blue.ruin.1,0.481292517,8.209585652
10,7/25/2021 13:05,13:05,13,20.309,blue.ruin.1,0.44911147,8.259280364
10,7/25/2021 13:15,13:15,13,20.121,blue.ruin.1,0.351911765,8.585117647
10,7/25/2021 13:30,13:30,13,20.496,blue.ruin.1,0.304263566,8.606175711
10,7/25/2021 13:40,13:40,13,20.559,blue.ruin.1,0.284166667,8.676833333
10,7/25/2021 13:50,13:50,13,20.622,blue.ruin.1,0.328,8.584
10,7/25/2021 14:05,14:05,14,20.309,blue.ruin.1,0.785694444,8.225469697
10,7/25/2021 14:15,14:15,14,20.684,blue.ruin.1,0.4915,8.320254545
10,7/25/2021 14:30,14:30,14,21.06,blue.ruin.1,0.332352941,8.809019608
10,7/25/2021 14:40,14:40,14,20.997,blue.ruin.1,0.475113636,8.779378099
10,7/25/2021 14:50,14:50,14,21.185,blue.ruin.1,0.405113636,8.983305785
10,7/25/2021 15:05,15:05,15,19.119,blue.ruin.1,0.982601713,8.060308753
10,7/25/2021 15:15,15:15,15,21.435,blue.ruin.1,0.420394737,9.040334928
10,7/25/2021 15:30,15:30,15,21.56,blue.ruin.1,0.37,9.1
10,7/25/2021 15:40,15:40,15,21.685,blue.ruin.1,0.295833333,8.995277778
10,7/25/2021 15:50,15:50,15,21.748,blue.ruin.1,0.255464481,9.034007286
10,7/25/2021 16:05,16:05,16,21.936,blue.ruin.1,0.321428571,8.994285714
10,7/25/2021 16:15,16:15,16,21.873,blue.ruin.1,0.258879781,9.023551913
10,7/25/2021 16:30,16:30,16,21.998,blue.ruin.1,0.341614907,9.028861284
10,7/25/2021 16:40,16:40,16,21.873,blue.ruin.1,0.254375,9.082333333
10,7/25/2021 16:50,16:50,16,21.81,blue.ruin.1,0.29375,9.064583333
10,7/25/2021 17:05,17:05,17,21.748,blue.ruin.1,0.314262295,9.057125683
10,7/25/2021 17:15,17:15,17,21.81,blue.ruin.1,0.266666667,9.02
10,7/25/2021 17:30,17:30,17,21.873,blue.ruin.1,1.6,3.92
10,7/25/2021 17:40,17:40,17,21.873,blue.ruin.1,1.6,3.947
10,7/25/2021 17:50,17:50,17,21.06,blue.ruin.1,0.745833333,8.202045455
10,7/25/2021 18:05,18:05,18,21.748,blue.ruin.1,1.6,3.742
10,7/25/2021 18:15,18:15,18,21.873,blue.ruin.1,1.6,3.617
10,7/25/2021 18:30,18:30,18,21.498,blue.ruin.1,0.325957447,8.844808511
10,7/25/2021 18:40,18:40,18,21.435,blue.ruin.1,0.322058824,8.774019608
10,7/25/2021 18:50,18:50,18,21.435,blue.ruin.1,0.2828125,8.5890625
10,7/25/2021 19:05,19:05,19,21.247,blue.ruin.1,0.53905868,8.346485886
10,7/25/2021 19:15,19:15,19,21.185,blue.ruin.1,0.520284698,8.264137819
10,7/25/2021 19:30,19:30,19,21.122,blue.ruin.1,0.50203252,8.171145602
10,7/25/2021 19:40,19:40,19,20.997,blue.ruin.1,0.51875,7.945454545
10,7/25/2021 19:50,19:50,19,20.997,blue.ruin.1,0.26875,7.64625
10,7/25/2021 20:05,20:05,20,20.872,blue.ruin.1,0.368644068,7.989491525
10,7/25/2021 20:15,20:15,20,20.747,blue.ruin.1,0.335526316,7.684736842
10,7/25/2021 20:30,20:30,20,20.684,blue.ruin.1,0.215141612,7.48
10,7/25/2021 20:40,20:40,20,20.559,blue.ruin.1,0.238690476,7.47
10,7/25/2021 20:50,20:50,20,20.309,blue.ruin.1,0.501897733,7.207565055
10,7/25/2021 21:05,21:05,21,20.559,blue.ruin.1,0.195290859,7.26
10,7/25/2021 21:15,21:15,21,18.744,blue.ruin.1,0.873141803,5.364509033
10,7/25/2021 21:30,21:30,21,19.745,blue.ruin.1,0.632706581,6.069919032
10,7/25/2021 21:40,21:40,21,20.434,blue.ruin.1,0.223602484,6.69
10,7/25/2021 21:50,21:50,21,20.434,blue.ruin.1,0.154285714,7.33
10,7/25/2021 22:05,22:05,22,20.246,blue.ruin.1,0.145973154,6.33
10,7/25/2021 22:15,22:15,22,16.238,blue.ruin.1,0.800229797,4.08463807
10,7/25/2021 22:30,22:30,22,14.358,blue.ruin.1,0.92240566,2.940218696
10,7/25/2021 22:40,22:40,22,19.119,blue.ruin.1,0.5245318,5.903936247
10,7/25/2021 22:50,22:50,22,19.119,blue.ruin.1,0.529623552,5.626333977
10,7/25/2021 23:05,23:05,23,19.182,blue.ruin.1,0.530173179,5.682988455
10,7/25/2021 23:15,23:15,23,19.244,blue.ruin.1,0.529916898,5.639166457
10,7/25/2021 23:30,23:30,23,19.244,blue.ruin.1,0.52430243,5.534682105
