ibutton,date.time,time,hour,ibutton.temp,site,fish.depth,dissolved.oxygen
22,7/25/2021 12:05,12:05,12,15.238,blue.ruin.2,1.051629285,6.823110241
22,7/25/2021 12:10,12:10,12,14.862,blue.ruin.2,1.063602484,6.444229658
22,7/25/2021 12:20,12:20,12,14.486,blue.ruin.2,1.075600506,NA
22,7/25/2021 12:35,12:35,12,14.549,blue.ruin.2,1.07440085,6.700747946
22,7/25/2021 12:45,12:45,12,14.8,blue.ruin.2,1.070274914,NA
22,7/25/2021 13:00,13:00,13,15.176,blue.ruin.2,1.06076402,6.869756963
22,7/25/2021 13:10,13:10,13,15.489,blue.ruin.2,1.054748451,NA
22,7/25/2021 13:20,13:20,13,17.242,blue.ruin.2,1.013833157,7.563539203
22,7/25/2021 13:35,13:35,13,18.995,blue.ruin.2,0.968172975,7.747428148
22,7/25/2021 13:45,13:45,13,15.865,blue.ruin.2,1.052458319,7.245148647
22,7/25/2021 14:00,14:00,14,15.176,blue.ruin.2,1.074723618,7.270629899
22,7/25/2021 14:10,14:10,14,15.238,blue.ruin.2,1.071118314,6.966806605
22,7/25/2021 14:20,14:20,14,14.862,blue.ruin.2,1.081737414,6.643018386
22,7/25/2021 14:35,14:35,14,14.988,blue.ruin.2,1.078973778,7.122728391
22,7/25/2021 14:45,14:45,14,14.925,blue.ruin.2,1.08111477,7.061464605
22,7/25/2021 15:00,15:00,15,14.674,blue.ruin.2,1.084245077,6.779594365
22,7/25/2021 15:10,15:10,15,14.674,blue.ruin.2,1.089000917,6.899801558
22,7/25/2021 15:20,15:20,15,14.674,blue.ruin.2,1.088410887,6.890080114
22,7/25/2021 15:35,15:35,15,14.612,blue.ruin.2,1.091738613,6.737422149
22,7/25/2021 15:45,15:45,15,14.612,blue.ruin.2,1.087584683,6.743475184
22,7/25/2021 16:00,16:00,16,14.737,blue.ruin.2,1.08831432,6.599169281
22,7/25/2021 16:10,16:10,16,14.988,blue.ruin.2,1.079339207,6.581586784
22,7/25/2021 16:20,16:20,16,14.8,blue.ruin.2,1.08239188,6.606822595
22,7/25/2021 16:35,16:35,16,15.05,blue.ruin.2,1.07673868,6.617234389
22,7/25/2021 16:45,16:45,16,14.925,blue.ruin.2,1.076400767,6.678601076
22,7/25/2021 17:00,17:00,17,15.238,blue.ruin.2,1.066993936,6.571108757
