ibutton,date.time,time,hour,ibutton.temp,site,fish.depth,dissolved.oxygen
3,7/25/2021 12:05,12:05,12,11.875,blue.ruin.1,1.6,5.012
3,7/25/2021 12:10,12:10,12,12.062,blue.ruin.1,1.6,4.791
3,7/25/2021 12:25,12:25,12,14.875,blue.ruin.1,1.063798371,6.6644361
3,7/25/2021 12:35,12:35,12,17.688,blue.ruin.1,0.983397758,7.241533823
3,7/25/2021 12:45,12:45,12,18.125,blue.ruin.1,0.975057274,NA
3,7/25/2021 13:00,13:00,13,18.438,blue.ruin.1,0.968686489,7.468491108
3,7/25/2021 13:10,13:10,13,18.438,blue.ruin.1,0.974115931,NA
3,7/25/2021 13:25,13:25,13,18.75,blue.ruin.1,0.97426087,7.735753913
3,7/25/2021 13:35,13:35,13,18.938,blue.ruin.1,0.969685179,7.736396622
3,7/25/2021 13:45,13:45,13,19.125,blue.ruin.1,0.969266757,7.866173656
3,7/25/2021 14:00,14:00,14,19.125,blue.ruin.1,0.975502513,8.057701319
3,7/25/2021 14:10,14:10,14,19.312,blue.ruin.1,0.972074554,7.754452107
3,7/25/2021 14:25,14:25,14,19.188,blue.ruin.1,0.975174129,8.049726368
3,7/25/2021 14:35,14:35,14,19.188,blue.ruin.1,0.976999029,7.942860311
3,7/25/2021 14:45,14:45,14,19.375,blue.ruin.1,0.976458137,8.074017521
3,7/25/2021 15:00,15:00,15,19.625,blue.ruin.1,0.968169741,7.722416282
3,7/25/2021 15:10,15:10,15,19.812,blue.ruin.1,0.971264895,7.984150321
3,7/25/2021 15:25,15:25,15,19.875,blue.ruin.1,0.975436681,7.939098526
3,7/25/2021 15:35,15:35,15,20,blue.ruin.1,0.971434951,7.843012801
3,7/25/2021 15:45,15:45,15,20.062,blue.ruin.1,0.96718704,7.711773233
3,7/25/2021 16:00,16:00,16,20,blue.ruin.1,0.96981387,7.602275593
3,7/25/2021 16:10,16:10,16,20.125,blue.ruin.1,0.966189427,7.542511289
3,7/25/2021 16:25,16:25,16,20.125,blue.ruin.1,0.964144639,7.361758149
3,7/25/2021 16:35,16:35,16,20.188,blue.ruin.1,0.962696064,7.618528559
3,7/25/2021 16:45,16:45,16,20.188,blue.ruin.1,0.959997051,7.729726629
3,7/25/2021 17:00,17:00,17,20.062,blue.ruin.1,0.962518048,7.4541912
3,7/25/2021 17:10,17:10,17,19.938,blue.ruin.1,0.964370478,7.267599457
3,7/25/2021 17:25,17:25,17,20.062,blue.ruin.1,0.961843264,7.193447791
3,7/25/2021 17:35,17:35,17,20.062,blue.ruin.1,0.963897494,7.601170234
3,7/25/2021 17:45,17:45,17,20,blue.ruin.1,0.965415358,7.741067656
3,7/25/2021 18:00,18:00,18,20.062,blue.ruin.1,0.966863905,7.552667899
3,7/25/2021 18:10,18:10,18,20,blue.ruin.1,0.96710864,7.719503849
3,7/25/2021 18:25,18:25,18,20,blue.ruin.1,0.967251052,7.467101332
3,7/25/2021 18:35,18:35,18,19.875,blue.ruin.1,0.963670166,7.134439523
3,7/25/2021 18:45,18:45,18,19.688,blue.ruin.1,0.968462872,7.272341014
3,7/25/2021 19:00,19:00,19,19.5,blue.ruin.1,0.970668426,7.206984389
3,7/25/2021 19:10,19:10,19,19.562,blue.ruin.1,0.969550073,6.981361212
3,7/25/2021 19:25,19:25,19,19.375,blue.ruin.1,0.96624424,6.674482431
3,7/25/2021 19:35,19:35,19,19.188,blue.ruin.1,0.963543804,6.252620047
3,7/25/2021 19:45,19:45,19,19.125,blue.ruin.1,0.960806558,6.27978832
3,7/25/2021 20:00,20:00,20,19.25,blue.ruin.1,0.954757136,5.662456184
3,7/25/2021 20:10,20:10,20,19,blue.ruin.1,0.940055249,5.503756906
3,7/25/2021 20:25,20:25,20,18.875,blue.ruin.1,0.870561909,5.471964649
3,7/25/2021 20:35,20:35,20,18.875,blue.ruin.1,0.853137967,5.310160317
3,7/25/2021 20:45,20:45,20,18.25,blue.ruin.1,0.954275128,4.932065837
3,7/25/2021 21:00,21:00,21,18.75,blue.ruin.1,0.867840376,5.394366197
3,7/25/2021 21:10,21:10,21,18.688,blue.ruin.1,0.883230294,5.317778558
3,7/25/2021 21:25,21:25,21,18.562,blue.ruin.1,0.904114084,4.991075215
3,7/25/2021 21:35,21:35,21,18.312,blue.ruin.1,0.918289291,4.207182956
3,7/25/2021 21:45,21:45,21,18.625,blue.ruin.1,0.769567627,4.916033058
3,7/25/2021 22:00,22:00,22,18.438,blue.ruin.1,0.680236842,5.008295694
3,7/25/2021 22:10,22:10,22,18.375,blue.ruin.1,0.628901437,5.403643831
3,7/25/2021 22:25,22:25,22,17.062,blue.ruin.1,0.707786662,4.754763187
3,7/25/2021 22:35,22:35,22,11.188,blue.ruin.1,1.6,3.051
3,7/25/2021 22:45,22:45,22,11.312,blue.ruin.1,1.6,3.041
3,7/25/2021 23:00,23:00,23,12.5,blue.ruin.1,1.351652893,3.003
3,7/25/2021 23:10,23:10,23,11.312,blue.ruin.1,1.6,3.053
3,7/25/2021 23:25,23:25,23,11,blue.ruin.1,1.6,3.091
3,7/25/2021 23:35,23:35,23,10.938,blue.ruin.1,1.6,3.096
3,7/25/2021 23:45,23:45,23,10.938,blue.ruin.1,1.6,3.006
3,7/26/2021 0:00,0:00,0,10.75,blue.ruin.1,1.6,3.081
3,7/26/2021 0:10,0:10,0,10.688,blue.ruin.1,1.6,3.055
3,7/26/2021 0:25,0:25,0,12.062,blue.ruin.1,1.6,3.027
3,7/26/2021 0:35,0:35,0,10.625,blue.ruin.1,1.6,3.098
3,7/26/2021 0:45,0:45,0,10.625,blue.ruin.1,1.6,3.021
3,7/26/2021 1:00,1:00,1,10.562,blue.ruin.1,1.6,2.979
3,7/26/2021 1:10,1:10,1,10.625,blue.ruin.1,1.6,3.017
3,7/26/2021 1:25,1:25,1,10.812,blue.ruin.1,1.6,2.998
3,7/26/2021 1:35,1:35,1,11,blue.ruin.1,1.6,3.013
3,7/26/2021 1:45,1:45,1,10.562,blue.ruin.1,1.6,2.95
3,7/26/2021 2:00,2:00,2,13.062,blue.ruin.1,1.027239709,2.322121065
3,7/26/2021 2:10,2:10,2,10.688,blue.ruin.1,1.6,2.987
3,7/26/2021 2:25,2:25,2,12.25,blue.ruin.1,1.408695652,3.008
3,7/26/2021 2:35,2:35,2,11.125,blue.ruin.1,1.6,3.056
3,7/26/2021 2:45,2:45,2,10.625,blue.ruin.1,1.6,3.022
3,7/26/2021 3:00,3:00,3,10.5,blue.ruin.1,1.6,3.06
3,7/26/2021 3:10,3:10,3,10.812,blue.ruin.1,1.6,3.004
3,7/26/2021 3:25,3:25,3,10.938,blue.ruin.1,1.6,3.058
3,7/26/2021 3:35,3:35,3,12.125,blue.ruin.1,1.520779221,3.068
3,7/26/2021 3:45,3:45,3,10.562,blue.ruin.1,1.6,3.025
3,7/26/2021 4:00,4:00,4,10.562,blue.ruin.1,1.6,2.984
3,7/26/2021 4:10,4:10,4,10.688,blue.ruin.1,1.6,2.988
3,7/26/2021 4:25,4:25,4,10.625,blue.ruin.1,1.6,2.95
3,7/26/2021 4:35,4:35,4,10.562,blue.ruin.1,1.6,2.965
3,7/26/2021 4:45,4:45,4,10.625,blue.ruin.1,1.6,2.985
3,7/26/2021 5:00,5:00,5,10.625,blue.ruin.1,1.6,3.005
3,7/26/2021 5:10,5:10,5,10.625,blue.ruin.1,1.6,2.991
3,7/26/2021 5:25,5:25,5,10.625,blue.ruin.1,1.6,2.985
3,7/26/2021 5:35,5:35,5,10.625,blue.ruin.1,1.6,2.995
3,7/26/2021 5:45,5:45,5,10.75,blue.ruin.1,1.6,2.95
3,7/26/2021 6:00,6:00,6,16.062,blue.ruin.1,0.954952434,2.564704813
3,7/26/2021 6:10,6:10,6,16.125,blue.ruin.1,0.925,2.491818182
3,7/26/2021 6:25,6:25,6,16.062,blue.ruin.1,0.734403255,3.431027454
3,7/26/2021 6:35,6:35,6,16,blue.ruin.1,0.590252454,3.862449318
3,7/26/2021 6:45,6:45,6,16,blue.ruin.1,0.555756359,3.826445175
3,7/26/2021 7:00,7:00,7,16,blue.ruin.1,0.598278415,4.011650904
3,7/26/2021 7:10,7:10,7,15.938,blue.ruin.1,0.586457224,4.235516507
3,7/26/2021 7:25,7:25,7,15.938,blue.ruin.1,0.543974317,4.447454725
3,7/26/2021 7:35,7:35,7,15.938,blue.ruin.1,0.582322876,4.397228186
3,7/26/2021 7:45,7:45,7,15.938,blue.ruin.1,0.693669065,3.899709614
3,7/26/2021 8:00,8:00,8,15.875,blue.ruin.1,0.698049645,4.026125081
3,7/26/2021 8:10,8:10,8,15.875,blue.ruin.1,0.683389262,4.237053081
3,7/26/2021 8:25,8:25,8,15.875,blue.ruin.1,0.728598485,4.323784435
3,7/26/2021 8:35,8:35,8,15.938,blue.ruin.1,0.763916667,4.326816667
3,7/26/2021 8:45,8:45,8,15.938,blue.ruin.1,0.819813084,4.456890399
3,7/26/2021 9:00,9:00,9,15.938,blue.ruin.1,0.769919355,4.496967742
3,7/26/2021 9:10,9:10,9,16.125,blue.ruin.1,0.749353448,4.328808777
3,7/26/2021 9:25,9:25,9,15.75,blue.ruin.1,0.966258904,4.298739935
3,7/26/2021 9:35,9:35,9,15.625,blue.ruin.1,0.979451439,4.181338804
3,7/26/2021 9:45,9:45,9,16,blue.ruin.1,0.962022195,4.51600262
3,7/26/2021 10:00,10:00,10,16.188,blue.ruin.1,0.923846154,5.077916084
3,7/26/2021 10:10,10:10,10,16.188,blue.ruin.1,0.888105263,5.307037321
3,7/26/2021 10:25,10:25,10,16.125,blue.ruin.1,0.933244681,5.045749516
