ibutton,date.time,time,hour,ibutton.temp,site,fish.depth,dissolved.oxygen
6,7/25/2021 0:00,0:00,0,14.688,norwood.mouth,0.985643564,6.140697195
6,7/25/2021 0:10,0:10,0,14.562,norwood.mouth,1.028084648,5.845559093
6,7/25/2021 0:25,0:25,0,14.625,norwood.mouth,0.970833333,5.95840625
6,7/25/2021 0:35,0:35,0,15,norwood.mouth,0.921847345,5.995692616
6,7/25/2021 0:50,0:50,0,14.625,norwood.mouth,0.960822249,5.677894498
6,7/25/2021 1:00,1:00,1,14.75,norwood.mouth,0.936773795,5.62463288
6,7/25/2021 1:10,1:10,1,14.688,norwood.mouth,0.941203105,5.543016494
6,7/25/2021 1:25,1:25,1,14.812,norwood.mouth,0.909673519,5.552560157
6,7/25/2021 1:35,1:35,1,14.875,norwood.mouth,0.899315068,5.559356164
6,7/25/2021 1:50,1:50,1,16,norwood.mouth,0.768768012,6.105707913
6,7/25/2021 2:00,2:00,2,14.688,norwood.mouth,0.92414966,5.237759637
6,7/25/2021 2:10,2:10,2,14.812,norwood.mouth,0.901655629,5.290033113
6,7/25/2021 2:25,2:25,2,14.812,norwood.mouth,0.890135635,5.297269266
6,7/25/2021 2:35,2:35,2,14.062,norwood.mouth,1.013977567,4.451369176
6,7/25/2021 2:50,2:50,2,14.812,norwood.mouth,0.870652174,5.130405797
6,7/25/2021 3:00,3:00,3,14.125,norwood.mouth,0.9807393,4.50061284
6,7/25/2021 3:10,3:10,3,14.875,norwood.mouth,0.866228992,5.051985951
6,7/25/2021 3:25,3:25,3,14.875,norwood.mouth,0.835763826,5.13673298
6,7/25/2021 3:35,3:35,3,14.688,norwood.mouth,0.848908694,5.017397599
6,7/25/2021 3:50,3:50,3,14.188,norwood.mouth,0.9375,4.43990625
6,7/25/2021 4:00,4:00,4,14,norwood.mouth,0.964240903,4.226671895
6,7/25/2021 4:10,4:10,4,14.625,norwood.mouth,0.845187943,4.817240497
6,7/25/2021 4:25,4:25,4,14.438,norwood.mouth,0.897627119,4.516479661
6,7/25/2021 4:35,4:35,4,14.562,norwood.mouth,0.853696498,4.669622082
6,7/25/2021 4:50,4:50,4,13.812,norwood.mouth,1.008476027,3.799578981
6,7/25/2021 5:00,5:00,5,14.125,norwood.mouth,0.913291139,4.277223629
6,7/25/2021 5:10,5:10,5,14.812,norwood.mouth,0.81606505,4.77537869
6,7/25/2021 5:25,5:25,5,14.875,norwood.mouth,0.809451849,4.799893373
6,7/25/2021 5:35,5:35,5,14.625,norwood.mouth,0.833419097,4.492226796
6,7/25/2021 5:50,5:50,5,14.5,norwood.mouth,0.841186051,4.54246203
6,7/25/2021 6:00,6:00,6,13.438,norwood.mouth,1.077809798,3.247735951
6,7/25/2021 6:10,6:10,6,13.75,norwood.mouth,0.968769716,3.796841483
6,7/25/2021 6:25,6:25,6,13.375,norwood.mouth,1.091334569,3.111995366
6,7/25/2021 6:35,6:35,6,14,norwood.mouth,0.878197227,4.290451849
6,7/25/2021 6:50,6:50,6,14.625,norwood.mouth,0.791679477,4.740985268
6,7/25/2021 7:00,7:00,7,14.312,norwood.mouth,0.817234848,4.380830966
6,7/25/2021 7:10,7:10,7,14.438,norwood.mouth,0.796747888,4.636975699
6,7/25/2021 7:25,7:25,7,13.812,norwood.mouth,0.907081911,4.090167875
6,7/25/2021 7:35,7:35,7,14.188,norwood.mouth,0.82370575,4.481630414
6,7/25/2021 7:50,7:50,7,14.125,norwood.mouth,0.819872424,4.618555283
6,7/25/2021 8:00,8:00,8,13.875,norwood.mouth,0.840178747,4.492885943
6,7/25/2021 8:10,8:10,8,14.375,norwood.mouth,0.790622598,4.739497502
6,7/25/2021 8:25,8:25,8,13.938,norwood.mouth,0.840044462,4.522954572
6,7/25/2021 8:35,8:35,8,14.125,norwood.mouth,0.828695477,4.6350122
6,7/25/2021 8:50,8:50,8,12.875,norwood.mouth,1.222797927,2.412718048
6,7/25/2021 9:00,9:00,9,13.375,norwood.mouth,0.994200351,3.730711555
6,7/25/2021 9:10,9:10,9,13.062,norwood.mouth,1.113471503,3.086098446
6,7/25/2021 9:25,9:25,9,13,norwood.mouth,1.151285714,2.927838571
6,7/25/2021 9:35,9:35,9,12.562,norwood.mouth,1.3565356,1.828051497
6,7/25/2021 9:50,9:50,9,12.5,norwood.mouth,1.423852184,1.480214539
6,7/25/2021 10:00,10:00,10,13.625,norwood.mouth,0.924861878,4.340354282
6,7/25/2021 10:10,10:10,10,12.875,norwood.mouth,1.307312253,2.215382082
6,7/25/2021 10:25,10:25,10,12.75,norwood.mouth,1.322119816,2.12778053
6,7/25/2021 10:35,10:35,10,13,norwood.mouth,1.219329214,2.791067851
6,7/25/2021 10:50,10:50,10,13.75,norwood.mouth,0.968811881,4.34629703
6,7/25/2021 11:00,11:00,11,12.438,norwood.mouth,1.463046757,1.469991516
6,7/25/2021 11:10,11:10,11,13.438,norwood.mouth,1.022750643,4.095266067
