ibutton,date.time,time,hour,ibutton.temp,site,fish.depth,dissolved.oxygen
13,7/25/2021 0:00,0:00,0,16.358,norwood.mouth,0.757204085,7.219883367
13,7/25/2021 0:15,0:15,0,17.109,norwood.mouth,0.664399421,7.523062771
13,7/25/2021 0:25,0:25,0,17.798,norwood.mouth,0.584084809,7.811898551
13,7/25/2021 0:40,0:40,0,19.175,norwood.mouth,0.500808229,7.97308817
13,7/25/2021 0:50,0:50,0,14.29,norwood.mouth,1.042805755,5.276858513
13,7/25/2021 1:00,1:00,1,15.731,norwood.mouth,0.803800432,6.280302369
13,7/25/2021 1:15,1:15,1,15.731,norwood.mouth,0.787761114,6.251372791
13,7/25/2021 1:25,1:25,1,15.857,norwood.mouth,0.773189701,6.246580368
13,7/25/2021 1:40,1:40,1,15.794,norwood.mouth,0.782931157,6.119634138
13,7/25/2021 1:50,1:50,1,16.358,norwood.mouth,0.736527378,6.274272695
13,7/25/2021 2:00,2:00,2,17.172,norwood.mouth,0.660615868,6.635367178
13,7/25/2021 2:15,2:15,2,16.233,norwood.mouth,0.752328223,6.083078743
13,7/25/2021 2:25,2:25,2,16.295,norwood.mouth,0.73395967,6.138667278
13,7/25/2021 2:40,2:40,2,15.669,norwood.mouth,0.780421982,5.656828999
13,7/25/2021 2:50,2:50,2,16.358,norwood.mouth,0.717186051,5.944799357
13,7/25/2021 3:00,3:00,3,16.483,norwood.mouth,0.697943723,5.990709867
13,7/25/2021 3:15,3:15,3,15.857,norwood.mouth,0.747930649,5.65467678
13,7/25/2021 3:25,3:25,3,16.859,norwood.mouth,0.654708888,6.112619091
13,7/25/2021 3:40,3:40,3,15.669,norwood.mouth,0.760573575,5.476309053
13,7/25/2021 3:50,3:50,3,16.984,norwood.mouth,0.637818182,6.061934091
13,7/25/2021 4:00,4:00,4,16.358,norwood.mouth,0.681957774,5.75946929
13,7/25/2021 4:15,4:15,4,16.796,norwood.mouth,0.655000916,5.846295048
13,7/25/2021 4:25,4:25,4,16.734,norwood.mouth,0.66033509,5.814467056
13,7/25/2021 4:40,4:40,4,16.859,norwood.mouth,0.633729798,5.83757436
13,7/25/2021 4:50,4:50,4,16.358,norwood.mouth,0.685304382,5.555208947
13,7/25/2021 5:00,5:00,5,16.358,norwood.mouth,0.671547267,5.590295759
13,7/25/2021 5:15,5:15,5,15.982,norwood.mouth,0.704557148,5.409602138
