date.time,tag.id,receiver.site,antenna.number,temp.sd,temp.strong,lat,long,strength,gap,temp.diff,mainstem.temp,foray
8/10/2021 16:30,11,1,1,NA,22,44.2333796,-123.1625399,79,610,8.8,20.627,1
8/10/2021 17:50,11,2,1,NA,12.4,44.23122,-123.1629,77,80,-9.6,20.722,0
8/10/2021 21:10,11,1,1,0,14.8,44.2333796,-123.1625399,79,200,2.4,20.484,1
8/10/2021 21:20,11,1,1,0.461880215,15.6,44.2333796,-123.1625399,78,10,0.8,20.388,0
8/11/2021 3:00,11,2,1,NA,14,44.23122,-123.1629,79,60,-1.6,19.627,0
8/11/2021 3:10,11,1,1,NA,14,44.2333796,-123.1625399,57,10,0,19.603,0
8/11/2021 4:50,11,1,1,0.57419245,14,44.2333796,-123.1625399,74,100,0,19.436,0
8/11/2021 6:40,11,2,1,NA,13.2,44.23122,-123.1629,50,110,-0.8,19.389,0
8/11/2021 7:10,11,1,1,NA,14.8,44.2333796,-123.1625399,79,30,1.6,19.294,0
8/11/2021 8:10,11,1,1,NA,13.2,44.2333796,-123.1625399,83,60,-1.6,19.222,0
8/11/2021 9:00,11,1,1,NA,13.2,44.2333796,-123.1625399,83,50,0,19.175,0
8/11/2021 12:30,11,1,1,NA,14,44.2333796,-123.1625399,82,180,0.8,19.841,0
8/11/2021 21:10,11,1,1,2.971868099,21.2,44.2333796,-123.1625399,92,520,7.2,21.032,1
8/11/2021 21:20,11,1,1,1.13137085,14.8,44.2333796,-123.1625399,78,10,-6.4,20.96,0
8/12/2021 2:50,11,1,1,0.414039336,13.2,44.2333796,-123.1625399,82,130,-1.6,20.198,0
8/12/2021 3:40,11,1,1,NA,14,44.2333796,-123.1625399,80,50,0.8,20.007,0
8/12/2021 7:20,11,1,1,NA,14,44.2333796,-123.1625399,76,120,0,19.508,0
8/12/2021 8:00,11,1,1,NA,13.2,44.2333796,-123.1625399,74,40,-0.8,19.365,0
8/12/2021 9:20,11,1,1,NA,14,44.2333796,-123.1625399,74,80,0.8,19.484,0
8/12/2021 11:00,11,1,1,0,14,44.2333796,-123.1625399,75,100,0,20.055,0
8/12/2021 11:10,11,1,1,NA,14,44.2333796,-123.1625399,84,10,0,20.079,0
8/12/2021 21:20,11,1,1,NA,14,44.2333796,-123.1625399,71,590,0,20.984,0
8/12/2021 21:30,11,1,1,0.461880215,14,44.2333796,-123.1625399,75,10,0,20.984,0
8/13/2021 5:30,11,1,1,NA,14,44.2333796,-123.1625399,73,170,0,19.484,0
8/13/2021 5:40,11,1,1,NA,14.8,44.2333796,-123.1625399,73,10,0.8,19.508,0
8/13/2021 11:00,11,1,1,NA,14,44.2333796,-123.1625399,75,320,-0.8,20.031,0
8/13/2021 21:30,11,1,1,0.565685425,14,44.2333796,-123.1625399,73,630,0,19.722,0
8/13/2021 21:50,11,1,1,NA,14,44.2333796,-123.1625399,75,20,0,19.722,0
8/14/2021 3:10,11,1,1,0.923760431,14,44.2333796,-123.1625399,71,130,0,18.842,0
8/14/2021 5:20,11,1,1,NA,13.2,44.2333796,-123.1625399,73,130,-0.8,18.58,0
8/14/2021 5:40,11,1,1,NA,15.6,44.2333796,-123.1625399,76,20,2.4,18.628,0
8/14/2021 8:30,11,1,1,NA,12.4,44.2333796,-123.1625399,75,150,-3.2,18.461,0
