date.time,logger.site,logger.position,depth,total.depth,dissolved.oxygen,temperature
           2021-08-23 11:39:00,site.2,mid.do,2.2,3.8,8.858,21.31
           2021-08-23 11:44:00,site.2,mid.do,2.2,3.8,8.888,21.26
           2021-08-23 11:49:00,site.2,mid.do,2.2,3.8,8.936,21.611
           2021-08-23 11:54:00,site.2,mid.do,2.2,3.8,8.76,22.188
           2021-08-23 11:59:00,site.2,mid.do,2.2,3.8,8.592,23.819
           2021-08-23 12:04:00,site.2,mid.do,2.2,3.8,8.272,23.275
           2021-08-23 12:09:00,site.2,mid.do,2.2,3.8,8.86,19.846
           2021-08-23 12:14:00,site.2,mid.do,2.2,3.8,9.112,19.503
           2021-08-23 12:19:00,site.2,mid.do,2.2,3.8,9.073,20.608
           2021-08-23 12:24:00,site.2,mid.do,2.2,3.8,8.924,21.887
           2021-08-23 12:29:00,site.2,mid.do,2.2,3.8,8.659,24.506
           2021-08-23 12:34:00,site.2,mid.do,2.2,3.8,5.637,17.322
           2021-08-23 12:39:00,site.2,mid.do,2.2,3.8,5.79,15.834
           2021-08-23 12:44:00,site.2,mid.do,2.2,3.8,5.765,15.157
           2021-08-23 12:49:00,site.2,mid.do,2.2,3.8,5.767,14.563
           2021-08-23 12:54:00,site.2,mid.do,2.2,3.8,5.81,14.398
           2021-08-23 12:59:00,site.2,mid.do,2.2,3.8,5.936,14.286
           2021-08-23 13:04:00,site.2,mid.do,2.2,3.8,6.048,14.286
           2021-08-23 13:09:00,site.2,mid.do,2.2,3.8,6.014,14.147
           2021-08-23 13:14:00,site.2,mid.do,2.2,3.8,6.162,14.13
           2021-08-23 13:19:00,site.2,mid.do,2.2,3.8,6.345,13.999
           2021-08-23 13:24:00,site.2,mid.do,2.2,3.8,6.245,14.147
           2021-08-23 13:29:00,site.2,mid.do,2.2,3.8,6.372,14.051
           2021-08-23 13:34:00,site.2,mid.do,2.2,3.8,6.406,14.104
           2021-08-23 13:39:00,site.2,mid.do,2.2,3.8,6.498,14.025
           2021-08-23 13:44:00,site.2,mid.do,2.2,3.8,6.777,13.843
           2021-08-23 13:49:00,site.2,mid.do,2.2,3.8,6.69,13.947
           2021-08-23 13:54:00,site.2,mid.do,2.2,3.8,6.539,14.164
           2021-08-23 13:59:00,site.2,mid.do,2.2,3.8,6.615,14.19
           2021-08-23 14:04:00,site.2,mid.do,2.2,3.8,6.811,14.121
           2021-08-23 14:09:00,site.2,mid.do,2.2,3.8,6.694,14.182
           2021-08-23 14:14:00,site.2,mid.do,2.2,3.8,6.96,14.043
           2021-08-23 14:19:00,site.2,mid.do,2.2,3.8,6.926,14.069
           2021-08-23 14:24:00,site.2,mid.do,2.2,3.8,6.952,14.069
           2021-08-23 14:29:00,site.2,mid.do,2.2,3.8,6.98,14.051
           2021-08-23 14:34:00,site.2,mid.do,2.2,3.8,7.056,14.008
           2021-08-23 14:39:00,site.2,mid.do,2.2,3.8,7.162,13.965
           2021-08-23 14:44:00,site.2,mid.do,2.2,3.8,7.09,14.06
           2021-08-23 14:49:00,site.2,mid.do,2.2,3.8,7.065,14.13
           2021-08-23 14:54:00,site.2,mid.do,2.2,3.8,7.465,14.017
           2021-08-23 14:59:00,site.2,mid.do,2.2,3.8,7.582,13.991
           2021-08-23 15:04:00,site.2,mid.do,2.2,3.8,7.5,14.017
           2021-08-23 15:09:00,site.2,mid.do,2.2,3.8,7.559,14.034
           2021-08-23 15:14:00,site.2,mid.do,2.2,3.8,7.438,14.06
           2021-08-23 15:19:00,site.2,mid.do,2.2,3.8,7.499,14.069
           2021-08-23 15:24:00,site.2,mid.do,2.2,3.8,7.563,14.06
           2021-08-23 15:29:00,site.2,mid.do,2.2,3.8,7.674,14.06
           2021-08-23 15:34:00,site.2,mid.do,2.2,3.8,7.74,14.051
           2021-08-23 15:39:00,site.2,mid.do,2.2,3.8,7.831,14.078
           2021-08-23 15:44:00,site.2,mid.do,2.2,3.8,7.826,14.104
           2021-08-23 15:49:00,site.2,mid.do,2.2,3.8,7.725,14.086
           2021-08-23 15:54:00,site.2,mid.do,2.2,3.8,6.708,14.312
           2021-08-23 15:59:00,site.2,mid.do,2.2,3.8,6.52,14.442
           2021-08-23 16:04:00,site.2,mid.do,2.2,3.8,6.439,14.338
           2021-08-23 16:09:00,site.2,mid.do,2.2,3.8,6.056,14.424
           2021-08-23 16:14:00,site.2,mid.do,2.2,3.8,6.009,14.615
           2021-08-23 16:19:00,site.2,mid.do,2.2,3.8,6.131,14.58
           2021-08-23 16:24:00,site.2,mid.do,2.2,3.8,5.926,14.606
           2021-08-23 16:29:00,site.2,mid.do,2.2,3.8,5.788,14.684
           2021-08-23 16:34:00,site.2,mid.do,2.2,3.8,5.89,14.64
           2021-08-23 16:39:00,site.2,mid.do,2.2,3.8,6.131,14.813
           2021-08-23 16:44:00,site.2,mid.do,2.2,3.8,5.889,14.528
           2021-08-23 16:49:00,site.2,mid.do,2.2,3.8,6.019,14.493
           2021-08-23 16:54:00,site.2,mid.do,2.2,3.8,5.8,14.545
           2021-08-23 16:59:00,site.2,mid.do,2.2,3.8,5.789,14.563
           2021-08-23 17:04:00,site.2,mid.do,2.2,3.8,5.516,14.597
           2021-08-23 17:09:00,site.2,mid.do,2.2,3.8,5.555,14.537
           2021-08-23 17:14:00,site.2,mid.do,2.2,3.8,5.639,14.528
           2021-08-23 17:19:00,site.2,mid.do,2.2,3.8,5.529,14.485
           2021-08-23 17:24:00,site.2,mid.do,2.2,3.8,5.789,14.433
           2021-08-23 17:29:00,site.2,mid.do,2.2,3.8,5.584,14.416
           2021-08-23 17:34:00,site.2,mid.do,2.2,3.8,5.483,14.407
           2021-08-23 17:39:00,site.2,mid.do,2.2,3.8,5.632,14.39
           2021-08-23 17:44:00,site.2,mid.do,2.2,3.8,5.674,14.372
           2021-08-23 17:49:00,site.2,mid.do,2.2,3.8,5.503,14.346
           2021-08-23 17:54:00,site.2,mid.do,2.2,3.8,5.369,14.364
           2021-08-23 17:59:00,site.2,mid.do,2.2,3.8,5.354,14.355
           2021-08-23 18:04:00,site.2,mid.do,2.2,3.8,5.214,14.346
           2021-08-23 18:09:00,site.2,mid.do,2.2,3.8,4.962,14.485
           2021-08-23 18:14:00,site.2,mid.do,2.2,3.8,5.111,14.407
           2021-08-23 18:19:00,site.2,mid.do,2.2,3.8,5.333,14.268
           2021-08-23 18:24:00,site.2,mid.do,2.2,3.8,5.637,14.164
           2021-08-23 18:29:00,site.2,mid.do,2.2,3.8,5.503,14.147
           2021-08-23 18:34:00,site.2,mid.do,2.2,3.8,5.613,14.182
           2021-08-23 18:39:00,site.2,mid.do,2.2,3.8,4.8,14.216
           2021-08-23 18:44:00,site.2,mid.do,2.2,3.8,4.974,14.173
           2021-08-23 18:49:00,site.2,mid.do,2.2,3.8,5.223,14.104
           2021-08-23 18:54:00,site.2,mid.do,2.2,3.8,5.288,14.06
           2021-08-23 18:59:00,site.2,mid.do,2.2,3.8,5.239,14.095
           2021-08-23 19:04:00,site.2,mid.do,2.2,3.8,5.258,14.069
           2021-08-23 19:09:00,site.2,mid.do,2.2,3.8,5.337,14.025
           2021-08-23 19:14:00,site.2,mid.do,2.2,3.8,5.037,14.051
           2021-08-23 19:19:00,site.2,mid.do,2.2,3.8,4.572,14.104
           2021-08-23 19:24:00,site.2,mid.do,2.2,3.8,4.613,14.078
           2021-08-23 19:29:00,site.2,mid.do,2.2,3.8,4.895,14.034
           2021-08-23 19:34:00,site.2,mid.do,2.2,3.8,4.839,13.999
           2021-08-23 19:39:00,site.2,mid.do,2.2,3.8,4.886,14.025
           2021-08-23 19:44:00,site.2,mid.do,2.2,3.8,4.775,13.991
           2021-08-23 19:49:00,site.2,mid.do,2.2,3.8,4.751,13.973
           2021-08-23 19:54:00,site.2,mid.do,2.2,3.8,5.049,13.938
           2021-08-23 19:59:00,site.2,mid.do,2.2,3.8,5.047,13.921
           2021-08-23 20:04:00,site.2,mid.do,2.2,3.8,5.1,13.904
           2021-08-23 20:09:00,site.2,mid.do,2.2,3.8,4.991,13.912
           2021-08-23 20:14:00,site.2,mid.do,2.2,3.8,4.788,13.904
           2021-08-23 20:19:00,site.2,mid.do,2.2,3.8,4.727,13.895
           2021-08-23 20:24:00,site.2,mid.do,2.2,3.8,4.791,13.895
           2021-08-23 20:29:00,site.2,mid.do,2.2,3.8,4.824,13.947
           2021-08-23 20:34:00,site.2,mid.do,2.2,3.8,4.61,13.938
           2021-08-23 20:39:00,site.2,mid.do,2.2,3.8,4.131,13.991
           2021-08-23 20:44:00,site.2,mid.do,2.2,3.8,4.404,13.965
           2021-08-23 20:49:00,site.2,mid.do,2.2,3.8,5.016,13.973
           2021-08-23 20:54:00,site.2,mid.do,2.2,3.8,5.154,13.982
           2021-08-23 20:59:00,site.2,mid.do,2.2,3.8,5.247,13.965
           2021-08-23 21:04:00,site.2,mid.do,2.2,3.8,4.878,13.999
           2021-08-23 21:09:00,site.2,mid.do,2.2,3.8,4.894,13.982
           2021-08-23 21:14:00,site.2,mid.do,2.2,3.8,4.744,13.999
           2021-08-23 21:19:00,site.2,mid.do,2.2,3.8,4.858,13.965
           2021-08-23 21:24:00,site.2,mid.do,2.2,3.8,5.319,13.947
           2021-08-23 21:29:00,site.2,mid.do,2.2,3.8,5.475,13.93
           2021-08-23 21:34:00,site.2,mid.do,2.2,3.8,4.327,13.921
           2021-08-23 21:39:00,site.2,mid.do,2.2,3.8,4.079,13.938
           2021-08-23 21:44:00,site.2,mid.do,2.2,3.8,4.427,13.947
           2021-08-23 21:49:00,site.2,mid.do,2.2,3.8,4.594,13.904
           2021-08-23 21:54:00,site.2,mid.do,2.2,3.8,4.635,13.878
           2021-08-23 21:59:00,site.2,mid.do,2.2,3.8,4.595,13.878
           2021-08-23 22:04:00,site.2,mid.do,2.2,3.8,4.642,13.886
           2021-08-23 22:09:00,site.2,mid.do,2.2,3.8,4.26,13.886
           2021-08-23 22:14:00,site.2,mid.do,2.2,3.8,4.648,13.86
           2021-08-23 22:19:00,site.2,mid.do,2.2,3.8,4.77,13.808
           2021-08-23 22:24:00,site.2,mid.do,2.2,3.8,3.762,13.817
           2021-08-23 22:29:00,site.2,mid.do,2.2,3.8,3.47,13.834
           2021-08-23 22:34:00,site.2,mid.do,2.2,3.8,3.283,13.834
           2021-08-23 22:39:00,site.2,mid.do,2.2,3.8,3.227,13.817
           2021-08-23 22:44:00,site.2,mid.do,2.2,3.8,2.951,13.817
           2021-08-23 22:49:00,site.2,mid.do,2.2,3.8,2.943,13.808
           2021-08-23 22:54:00,site.2,mid.do,2.2,3.8,2.87,13.764
           2021-08-23 22:59:00,site.2,mid.do,2.2,3.8,3.051,13.756
           2021-08-23 23:04:00,site.2,mid.do,2.2,3.8,3.104,13.695
           2021-08-23 23:09:00,site.2,mid.do,2.2,3.8,2.919,13.695
           2021-08-23 23:14:00,site.2,mid.do,2.2,3.8,2.866,13.668
           2021-08-23 23:19:00,site.2,mid.do,2.2,3.8,2.907,13.651
           2021-08-23 23:24:00,site.2,mid.do,2.2,3.8,2.769,13.625
           2021-08-23 23:29:00,site.2,mid.do,2.2,3.8,2.654,13.555
           2021-08-23 23:34:00,site.2,mid.do,2.2,3.8,2.582,13.546
           2021-08-23 23:39:00,site.2,mid.do,2.2,3.8,2.624,13.546
           2021-08-23 23:44:00,site.2,mid.do,2.2,3.8,2.638,13.555
           2021-08-23 23:49:00,site.2,mid.do,2.2,3.8,2.756,13.503
           2021-08-23 23:54:00,site.2,mid.do,2.2,3.8,2.578,13.529
           2021-08-23 23:59:00,site.2,mid.do,2.2,3.8,2.61,13.529
           2021-08-24 00:04:00,site.2,mid.do,2.2,3.8,2.548,13.538
           2021-08-24 00:09:00,site.2,mid.do,2.2,3.8,2.521,13.494
           2021-08-24 00:14:00,site.2,mid.do,2.2,3.8,2.528,13.476
           2021-08-24 00:19:00,site.2,mid.do,2.2,3.8,2.543,13.459
           2021-08-24 00:24:00,site.2,mid.do,2.2,3.8,2.519,13.406
           2021-08-24 00:29:00,site.2,mid.do,2.2,3.8,2.828,13.424
           2021-08-24 00:34:00,site.2,mid.do,2.2,3.8,2.883,13.45
           2021-08-24 00:39:00,site.2,mid.do,2.2,3.8,3.109,13.45
           2021-08-24 00:44:00,site.2,mid.do,2.2,3.8,3.361,13.45
           2021-08-24 00:49:00,site.2,mid.do,2.2,3.8,4.022,13.476
           2021-08-24 00:54:00,site.2,mid.do,2.2,3.8,4.354,13.459
           2021-08-24 00:59:00,site.2,mid.do,2.2,3.8,3.966,13.503
           2021-08-24 01:04:00,site.2,mid.do,2.2,3.8,3.536,13.546
           2021-08-24 01:09:00,site.2,mid.do,2.2,3.8,3.256,13.546
           2021-08-24 01:14:00,site.2,mid.do,2.2,3.8,2.732,13.511
           2021-08-24 01:19:00,site.2,mid.do,2.2,3.8,2.549,13.52
           2021-08-24 01:24:00,site.2,mid.do,2.2,3.8,2.634,13.485
           2021-08-24 01:29:00,site.2,mid.do,2.2,3.8,2.455,13.476
           2021-08-24 01:34:00,site.2,mid.do,2.2,3.8,2.421,13.45
           2021-08-24 01:39:00,site.2,mid.do,2.2,3.8,2.469,13.468
           2021-08-24 01:44:00,site.2,mid.do,2.2,3.8,2.424,13.494
           2021-08-24 01:49:00,site.2,mid.do,2.2,3.8,2.525,13.511
           2021-08-24 01:54:00,site.2,mid.do,2.2,3.8,2.53,13.476
           2021-08-24 01:59:00,site.2,mid.do,2.2,3.8,2.632,13.494
           2021-08-24 02:04:00,site.2,mid.do,2.2,3.8,2.979,13.494
           2021-08-24 02:09:00,site.2,mid.do,2.2,3.8,2.805,13.503
           2021-08-24 02:14:00,site.2,mid.do,2.2,3.8,2.975,13.494
           2021-08-24 02:19:00,site.2,mid.do,2.2,3.8,2.923,13.476
           2021-08-24 02:24:00,site.2,mid.do,2.2,3.8,2.854,13.503
           2021-08-24 02:29:00,site.2,mid.do,2.2,3.8,2.243,13.503
           2021-08-24 02:34:00,site.2,mid.do,2.2,3.8,2.258,13.511
           2021-08-24 02:39:00,site.2,mid.do,2.2,3.8,2.76,13.503
           2021-08-24 02:44:00,site.2,mid.do,2.2,3.8,2.43,13.538
           2021-08-24 02:49:00,site.2,mid.do,2.2,3.8,2.398,13.468
           2021-08-24 02:54:00,site.2,mid.do,2.2,3.8,2.338,13.45
           2021-08-24 02:59:00,site.2,mid.do,2.2,3.8,2.403,13.459
           2021-08-24 03:04:00,site.2,mid.do,2.2,3.8,2.32,13.476
           2021-08-24 03:09:00,site.2,mid.do,2.2,3.8,2.268,13.441
           2021-08-24 03:14:00,site.2,mid.do,2.2,3.8,2.264,13.424
           2021-08-24 03:19:00,site.2,mid.do,2.2,3.8,2.243,13.363
           2021-08-24 03:24:00,site.2,mid.do,2.2,3.8,2.255,13.328
           2021-08-24 03:29:00,site.2,mid.do,2.2,3.8,2.277,13.336
           2021-08-24 03:34:00,site.2,mid.do,2.2,3.8,2.249,13.328
           2021-08-24 03:39:00,site.2,mid.do,2.2,3.8,2.224,13.319
           2021-08-24 03:44:00,site.2,mid.do,2.2,3.8,2.221,13.24
           2021-08-24 03:49:00,site.2,mid.do,2.2,3.8,2.269,13.214
           2021-08-24 03:54:00,site.2,mid.do,2.2,3.8,2.266,13.196
           2021-08-24 03:59:00,site.2,mid.do,2.2,3.8,2.314,13.196
           2021-08-24 04:04:00,site.2,mid.do,2.2,3.8,2.459,13.205
           2021-08-24 04:09:00,site.2,mid.do,2.2,3.8,2.542,13.17
           2021-08-24 04:14:00,site.2,mid.do,2.2,3.8,2.845,13.161
           2021-08-24 04:19:00,site.2,mid.do,2.2,3.8,2.952,13.152
           2021-08-24 04:24:00,site.2,mid.do,2.2,3.8,2.952,13.144
           2021-08-24 04:29:00,site.2,mid.do,2.2,3.8,2.692,13.152
           2021-08-24 04:34:00,site.2,mid.do,2.2,3.8,2.457,13.161
           2021-08-24 04:39:00,site.2,mid.do,2.2,3.8,2.352,13.17
           2021-08-24 04:44:00,site.2,mid.do,2.2,3.8,2.2,13.161
           2021-08-24 04:49:00,site.2,mid.do,2.2,3.8,2.093,13.179
           2021-08-24 04:54:00,site.2,mid.do,2.2,3.8,2.002,13.223
           2021-08-24 04:59:00,site.2,mid.do,2.2,3.8,1.878,13.24
           2021-08-24 05:04:00,site.2,mid.do,2.2,3.8,1.912,13.231
           2021-08-24 05:09:00,site.2,mid.do,2.2,3.8,2.048,13.187
           2021-08-24 05:14:00,site.2,mid.do,2.2,3.8,2.128,13.196
           2021-08-24 05:19:00,site.2,mid.do,2.2,3.8,2.168,13.205
           2021-08-24 05:24:00,site.2,mid.do,2.2,3.8,2.165,13.205
           2021-08-24 05:29:00,site.2,mid.do,2.2,3.8,2.119,13.205
           2021-08-24 05:34:00,site.2,mid.do,2.2,3.8,2.061,13.205
           2021-08-24 05:39:00,site.2,mid.do,2.2,3.8,2.019,13.214
           2021-08-24 05:44:00,site.2,mid.do,2.2,3.8,2.002,13.196
           2021-08-24 05:49:00,site.2,mid.do,2.2,3.8,2.026,13.187
           2021-08-24 05:54:00,site.2,mid.do,2.2,3.8,2.078,13.187
           2021-08-24 05:59:00,site.2,mid.do,2.2,3.8,2.088,13.187
           2021-08-24 06:04:00,site.2,mid.do,2.2,3.8,2.125,13.17
           2021-08-24 06:09:00,site.2,mid.do,2.2,3.8,2.057,13.187
           2021-08-24 06:14:00,site.2,mid.do,2.2,3.8,2.09,13.179
           2021-08-24 06:19:00,site.2,mid.do,2.2,3.8,2.101,13.161
           2021-08-24 06:24:00,site.2,mid.do,2.2,3.8,2.134,13.17
           2021-08-24 06:29:00,site.2,mid.do,2.2,3.8,2.146,13.17
           2021-08-24 06:34:00,site.2,mid.do,2.2,3.8,2.134,13.179
           2021-08-24 06:39:00,site.2,mid.do,2.2,3.8,2.108,13.161
           2021-08-24 06:44:00,site.2,mid.do,2.2,3.8,2.143,13.161
           2021-08-24 06:49:00,site.2,mid.do,2.2,3.8,2.105,13.161
           2021-08-24 06:54:00,site.2,mid.do,2.2,3.8,2.098,13.152
           2021-08-24 06:59:00,site.2,mid.do,2.2,3.8,2.105,13.135
           2021-08-24 07:04:00,site.2,mid.do,2.2,3.8,2.075,13.144
           2021-08-24 07:09:00,site.2,mid.do,2.2,3.8,2.029,13.126
           2021-08-24 07:14:00,site.2,mid.do,2.2,3.8,2.067,13.126
           2021-08-24 07:19:00,site.2,mid.do,2.2,3.8,2.01,13.117
           2021-08-24 07:24:00,site.2,mid.do,2.2,3.8,2.079,13.073
           2021-08-24 07:29:00,site.2,mid.do,2.2,3.8,2.072,13.1
           2021-08-24 07:34:00,site.2,mid.do,2.2,3.8,2.108,13.082
           2021-08-24 07:39:00,site.2,mid.do,2.2,3.8,2.12,13.091
           2021-08-24 07:44:00,site.2,mid.do,2.2,3.8,2.118,13.091
           2021-08-24 07:49:00,site.2,mid.do,2.2,3.8,2.121,13.073
           2021-08-24 07:54:00,site.2,mid.do,2.2,3.8,2.1,13.073
           2021-08-24 07:59:00,site.2,mid.do,2.2,3.8,2.102,13.056
           2021-08-24 08:04:00,site.2,mid.do,2.2,3.8,2.099,13.1
           2021-08-24 08:09:00,site.2,mid.do,2.2,3.8,2.102,13.065
           2021-08-24 08:14:00,site.2,mid.do,2.2,3.8,2.099,13.047
           2021-08-24 08:19:00,site.2,mid.do,2.2,3.8,2.078,13.03
           2021-08-24 08:24:00,site.2,mid.do,2.2,3.8,2.117,13.047
           2021-08-24 08:29:00,site.2,mid.do,2.2,3.8,2.116,13.021
           2021-08-24 08:34:00,site.2,mid.do,2.2,3.8,2.096,13.003
           2021-08-24 08:39:00,site.2,mid.do,2.2,3.8,2.076,13.012
           2021-08-24 08:44:00,site.2,mid.do,2.2,3.8,2.102,13.038
           2021-08-24 08:49:00,site.2,mid.do,2.2,3.8,2.098,13.038
           2021-08-24 08:54:00,site.2,mid.do,2.2,3.8,2.085,13.056
           2021-08-24 08:59:00,site.2,mid.do,2.2,3.8,2.079,13.065
           2021-08-24 09:04:00,site.2,mid.do,2.2,3.8,2.082,13.065
           2021-08-24 09:09:00,site.2,mid.do,2.2,3.8,2.119,13.065
           2021-08-24 09:14:00,site.2,mid.do,2.2,3.8,2.133,13.065
           2021-08-24 09:19:00,site.2,mid.do,2.2,3.8,2.187,13.056
           2021-08-24 09:24:00,site.2,mid.do,2.2,3.8,2.254,13.065
           2021-08-24 09:29:00,site.2,mid.do,2.2,3.8,2.302,13.082
           2021-08-24 09:34:00,site.2,mid.do,2.2,3.8,2.302,13.109
           2021-08-24 09:39:00,site.2,mid.do,2.2,3.8,2.326,13.1
           2021-08-24 09:44:00,site.2,mid.do,2.2,3.8,2.309,13.109
           2021-08-24 09:49:00,site.2,mid.do,2.2,3.8,2.36,13.152
           2021-08-24 09:54:00,site.2,mid.do,2.2,3.8,2.526,13.135
           2021-08-24 09:59:00,site.2,mid.do,2.2,3.8,2.534,13.126
           2021-08-24 10:04:00,site.2,mid.do,2.2,3.8,2.603,13.135
           2021-08-24 10:09:00,site.2,mid.do,2.2,3.8,2.637,13.161
           2021-08-24 10:14:00,site.2,mid.do,2.2,3.8,2.873,13.187
           2021-08-24 10:19:00,site.2,mid.do,2.2,3.8,2.926,13.161
           2021-08-24 10:24:00,site.2,mid.do,2.2,3.8,3.032,13.179
           2021-08-24 10:29:00,site.2,mid.do,2.2,3.8,3.221,13.205
           2021-08-24 10:34:00,site.2,mid.do,2.2,3.8,3.245,13.223
           2021-08-24 10:39:00,site.2,mid.do,2.2,3.8,3.358,13.214
           2021-08-24 10:44:00,site.2,mid.do,2.2,3.8,3.438,13.196
           2021-08-24 10:49:00,site.2,mid.do,2.2,3.8,3.549,13.196
           2021-08-24 10:54:00,site.2,mid.do,2.2,3.8,3.663,13.161
           2021-08-24 10:59:00,site.2,mid.do,2.2,3.8,3.627,13.187
           2021-08-24 11:04:00,site.2,mid.do,2.2,3.8,3.7,13.161
           2021-08-24 11:09:00,site.2,mid.do,2.2,3.8,3.767,13.179
           2021-08-24 11:14:00,site.2,mid.do,2.2,3.8,3.788,13.161
           2021-08-24 11:19:00,site.2,mid.do,2.2,3.8,3.73,13.152
           2021-08-24 11:24:00,site.2,mid.do,2.2,3.8,3.713,13.187
           2021-08-24 11:29:00,site.2,mid.do,2.2,3.8,3.733,13.196
           2021-08-24 11:34:00,site.2,mid.do,2.2,3.8,3.856,13.205
           2021-08-24 11:39:00,site.2,mid.do,2.2,3.8,3.774,13.17
           2021-08-24 11:44:00,site.2,mid.do,2.2,3.8,3.895,13.187
           2021-08-24 11:49:00,site.2,mid.do,2.2,3.8,4.015,13.214
           2021-08-24 11:54:00,site.2,mid.do,2.2,3.8,3.971,13.231
           2021-08-24 11:59:00,site.2,mid.do,2.2,3.8,4.332,13.24
           2021-08-24 12:04:00,site.2,mid.do,2.2,3.8,4.302,13.249
           2021-08-24 12:09:00,site.2,mid.do,2.2,3.8,4.335,13.266
           2021-08-24 12:14:00,site.2,mid.do,2.2,3.8,4.466,13.266
           2021-08-24 12:19:00,site.2,mid.do,2.2,3.8,4.397,13.275
           2021-08-24 12:24:00,site.2,mid.do,2.2,3.8,4.772,13.284
           2021-08-24 12:29:00,site.2,mid.do,2.2,3.8,5.2,13.266
           2021-08-24 12:34:00,site.2,mid.do,2.2,3.8,4.992,13.258
           2021-08-24 12:39:00,site.2,mid.do,2.2,3.8,5.009,13.275
           2021-08-24 12:44:00,site.2,mid.do,2.2,3.8,5.017,13.319
           2021-08-24 12:49:00,site.2,mid.do,2.2,3.8,4.346,13.328
           2021-08-24 12:54:00,site.2,mid.do,2.2,3.8,4,13.371
           2021-08-24 12:59:00,site.2,mid.do,2.2,3.8,4.077,13.406
           2021-08-24 13:04:00,site.2,mid.do,2.2,3.8,4.027,13.415
           2021-08-24 13:09:00,site.2,mid.do,2.2,3.8,3.665,13.415
           2021-08-24 13:14:00,site.2,mid.do,2.2,3.8,3.626,13.45
           2021-08-24 13:19:00,site.2,mid.do,2.2,3.8,3.18,13.468
           2021-08-24 13:24:00,site.2,mid.do,2.2,3.8,2.894,13.459
           2021-08-24 13:29:00,site.2,mid.do,2.2,3.8,3.146,13.485
           2021-08-24 13:34:00,site.2,mid.do,2.2,3.8,3.095,13.494
           2021-08-24 13:39:00,site.2,mid.do,2.2,3.8,3.204,13.511
           2021-08-24 13:44:00,site.2,mid.do,2.2,3.8,2.924,13.529
           2021-08-24 13:49:00,site.2,mid.do,2.2,3.8,2.676,13.572
           2021-08-24 13:54:00,site.2,mid.do,2.2,3.8,3.214,13.59
           2021-08-24 13:59:00,site.2,mid.do,2.2,3.8,3.593,13.607
           2021-08-24 14:04:00,site.2,mid.do,2.2,3.8,3.423,13.642
           2021-08-24 14:09:00,site.2,mid.do,2.2,3.8,3.357,13.66
           2021-08-24 14:14:00,site.2,mid.do,2.2,3.8,3.8,13.668
           2021-08-24 14:19:00,site.2,mid.do,2.2,3.8,5.174,13.686
           2021-08-24 14:24:00,site.2,mid.do,2.2,3.8,4.508,13.66
           2021-08-24 14:29:00,site.2,mid.do,2.2,3.8,4.619,13.695
           2021-08-24 14:34:00,site.2,mid.do,2.2,3.8,5.002,13.738
           2021-08-24 14:39:00,site.2,mid.do,2.2,3.8,5.135,13.73
           2021-08-24 14:44:00,site.2,mid.do,2.2,3.8,4.8,13.721
           2021-08-24 14:49:00,site.2,mid.do,2.2,3.8,4.326,13.712
           2021-08-24 14:54:00,site.2,mid.do,2.2,3.8,4.753,13.747
           2021-08-24 14:59:00,site.2,mid.do,2.2,3.8,5.261,13.764
           2021-08-24 15:04:00,site.2,mid.do,2.2,3.8,5.398,13.756
           2021-08-24 15:09:00,site.2,mid.do,2.2,3.8,5.568,13.764
           2021-08-24 15:14:00,site.2,mid.do,2.2,3.8,5.7,13.756
           2021-08-24 15:19:00,site.2,mid.do,2.2,3.8,5.236,13.773
           2021-08-24 15:24:00,site.2,mid.do,2.2,3.8,5.17,13.782
           2021-08-24 15:29:00,site.2,mid.do,2.2,3.8,5.142,13.764
           2021-08-24 15:34:00,site.2,mid.do,2.2,3.8,5.192,13.782
           2021-08-24 15:39:00,site.2,mid.do,2.2,3.8,5.263,13.773
           2021-08-24 15:44:00,site.2,mid.do,2.2,3.8,5.307,13.79
           2021-08-24 15:49:00,site.2,mid.do,2.2,3.8,5.279,13.756
           2021-08-24 15:54:00,site.2,mid.do,2.2,3.8,5.22,13.764
           2021-08-24 15:59:00,site.2,mid.do,2.2,3.8,5.25,13.747
           2021-08-24 16:04:00,site.2,mid.do,2.2,3.8,5.258,13.747
           2021-08-24 16:09:00,site.2,mid.do,2.2,3.8,4.965,13.738
           2021-08-24 16:14:00,site.2,mid.do,2.2,3.8,5.066,13.756
           2021-08-24 16:19:00,site.2,mid.do,2.2,3.8,5.189,13.738
           2021-08-24 16:24:00,site.2,mid.do,2.2,3.8,5.433,13.773
           2021-08-24 16:29:00,site.2,mid.do,2.2,3.8,5.616,13.782
           2021-08-24 16:34:00,site.2,mid.do,2.2,3.8,5.725,13.756
           2021-08-24 16:39:00,site.2,mid.do,2.2,3.8,6.179,13.721
           2021-08-24 16:44:00,site.2,mid.do,2.2,3.8,5.799,13.712
           2021-08-24 16:49:00,site.2,mid.do,2.2,3.8,5.434,13.686
           2021-08-24 16:54:00,site.2,mid.do,2.2,3.8,5.449,13.651
           2021-08-24 16:59:00,site.2,mid.do,2.2,3.8,5.47,13.677
           2021-08-24 17:04:00,site.2,mid.do,2.2,3.8,5.339,13.677
           2021-08-24 17:09:00,site.2,mid.do,2.2,3.8,5.113,13.66
           2021-08-24 17:14:00,site.2,mid.do,2.2,3.8,4.948,13.651
           2021-08-24 17:19:00,site.2,mid.do,2.2,3.8,4.872,13.66
           2021-08-24 17:24:00,site.2,mid.do,2.2,3.8,4.879,13.66
