date.time,date,time,logger.site,logger.position,sensor.depth,site.total.depth,logger.type,latitude,longitude,dissolved.oxygen,temperature,logger.id,day.night,quarterly
8/10/2021 0:00,8/10/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,18.818,20659266,night,1
8/11/2021 0:00,8/11/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,2.16,12.5,21063704,night,1
8/11/2021 0:00,8/11/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.727,20659269,night,1
8/11/2021 0:00,8/11/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,2.58,12.92,21063701,night,1
8/11/2021 0:00,8/11/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,18.58,20659256,night,1
8/11/2021 0:00,8/11/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,5.85,19.06,20708554,night,1
8/11/2021 0:00,8/11/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,19.912,20659266,night,1
8/12/2021 0:00,8/12/2021,0:00,site.4.netpen,bottom.do,1.55,1.7,hobo.onset.do,44.2301936,-123.1624209,1.74,12.42,21063704,night,1
8/12/2021 0:00,8/12/2021,0:00,site.4.netpen,bottom.temp,1.1,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,12.678,20659269,night,1
8/12/2021 0:00,8/12/2021,0:00,site.4.netpen,mid.do,0.95,1.7,hobo.onset.do,44.2301936,-123.1624209,2.41,12.88,21063701,night,1
8/12/2021 0:00,8/12/2021,0:00,site.4.netpen,mid.temp,0.5,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,17.439,20659256,night,1
8/12/2021 0:00,8/12/2021,0:00,site.4.netpen,surface.do,0.25,1.7,hobo.onset.do,44.2301936,-123.1624209,5.31,19.1,20708554,night,1
8/12/2021 0:00,8/12/2021,0:00,site.4.netpen,surface.temp,0,1.7,hobo.onset.temp,44.2301936,-123.1624209,NA,21.27,20659266,night,1
