"date.time","temperature","depth","dissolved.oxygen","case","time","time.ID","ibutton.id","netpen","ID"
2021-07-25 00:10:00,15.568,0.84264679,6.727470642,1,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,19.0103093713342,0.532759955583606,6.81878022839612,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,14.8100035131397,0.971654311066959,3.77522057480893,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,13.4565107950804,1.3849498868105,3.83032665157473,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,15.3442671128102,0.877593818167224,3.76267917575563,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,15.8469472306549,0.818726520461496,4.06063271014887,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,21.0031954945214,0.150012799655087,9.546,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,13.016,1.58435076533351,3.839,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,17.3600067543746,0.681946596060879,5.37987508099282,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,18.600503605454,0.56980621899711,6.46146901777288,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:10:00,17.6646830911365,0.65440398742212,5.64552354131365,0,"00:10:00",2,14,"norwood.netpen",1
2021-07-25 00:25:00,16.194,0.756280193,6.986652174,1,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,13.5247436220667,1.34642061938066,3.64784415131536,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,13.7637091351789,1.25762253440917,3.63570841303592,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,17.6640243147855,0.642248243058566,5.59969333039897,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,17.1779039660716,0.685351661103778,5.18065626796944,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,13.6434205279738,1.30232102593873,3.64181720687829,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,16.7015656073735,0.727587727666832,4.77005130753228,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,19.975348040711,0.437307320383843,7.59206066700174,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,14.3780157917936,1.02935003608,3.6045111715976,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,13.4847167207524,1.36129436470801,3.64987689651009,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:25:00,14.3536351976625,1.03840971185127,3.60574932728634,0,"00:25:00",3,14,"norwood.netpen",2
2021-07-25 00:35:00,16.445,0.757258065,6.785584005,1,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,19.1088776246149,0.513134381908458,6.84126518754754,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,14.4599735617588,1.02311153066112,3.69934606204754,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,13.4174761205117,1.37216201322153,3.50445954261798,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,17.1783193556033,0.690055044391192,5.24190239870362,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,12.992,1.58712040996179,3.461,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,14.6614152414768,0.978028444445226,3.72451745185142,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,20.90594292787,0.221863200282678,9.22,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,20.4001630646419,0.394798106246162,7.91102511953469,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,12.992,1.61240887285676,3.461,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:35:00,20.9727560312264,0.0766173234209418,9.22,0,"00:35:00",4,14,"norwood.netpen",3
2021-07-25 00:45:00,17.322,0.630054496,7.344067212,1,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,19.345331736082,0.485061248322017,7.00648678440837,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,15.6216476854588,0.821315903426148,3.86867042786166,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,20.834649478931,0.330154621659312,8.45202378888252,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,13.7719765015224,1.24820208752062,3.42778209192853,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,14.5612812728297,0.989434053911827,3.54034618654835,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,15.5195021291727,0.830539811344352,3.78259599380496,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,20.8221956920028,0.291236537508667,8.81519437748163,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,16.24751591632,0.764798996178433,4.39606736732825,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,14.0880875049404,1.14116675904952,3.47434245981346,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 00:45:00,13.7310429841639,1.26206219497835,3.42175294518442,0,"00:45:00",5,14,"norwood.netpen",4
2021-07-25 01:00:00,15.881,0.790291787,6.346911248,1,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,13.6508019476903,1.26907659585122,3.11752004253934,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,15.4856814122055,0.825893244578037,3.4065989081814,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,20.8462357218714,0.176701334898826,9.011,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,15.3722541762471,0.83610823340714,3.30719004189285,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,17.2785363129716,0.66443296893267,4.97787649067024,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,20.8584984700853,0.152562066761311,9.011,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,12.944,1.62596583017148,3.094,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,20.853167245254,0.163056603830773,9.011,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,14.2389496333948,1.06034910486778,3.14465461636719,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:00:00,20.8803816125192,0.109485014725942,9.011,0,"01:00:00",6,14,"norwood.netpen",5
2021-07-25 01:10:00,16.382,0.719277323,6.651350837,1,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,15.9648954127787,0.778403246426024,3.50136758132411,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,15.8740482263626,0.786464221263304,3.41756031293251,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,20.790489423041,0.223559447005391,8.995,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,16.1715301778562,0.760068307199981,3.69198983281086,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,18.2168012037269,0.578589067992289,5.57876898977351,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,20.0883953059423,0.412520381016657,7.30532977203016,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,13.8668453887359,1.18476194537943,2.89369446102993,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,18.8593286231449,0.521576874610037,6.17150576030432,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,15.4026291291305,0.828293777361978,2.98267236135997,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:10:00,13.7705482650771,1.21909927156521,2.90771553588913,0,"01:10:00",7,14,"norwood.netpen",6
2021-07-25 01:25:00,16.257,0.73027892,6.464781691,1,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,15.8242891080342,0.789046466723084,3.67285880811885,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,14.7897203409028,0.913714569364674,3.05169129809225,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,17.2339639282764,0.663294921652414,4.89390631075506,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,15.4840992385085,0.819393466680776,3.37818943852966,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,13.3377128927948,1.35834355484694,2.84716196477041,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,13.104436035642,1.44396719735814,2.80777508921525,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,17.6053982373805,0.63016072815517,5.2156393296133,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,20.736711762513,0.27259802094195,8.68757321665366,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,20.7377896114434,0.241145767655689,8.907,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:25:00,20.838879725313,0.00495391282020137,8.907,0,"01:25:00",8,14,"norwood.netpen",7
2021-07-25 01:35:00,16.445,0.730374168,6.428275529,1,"01:35:00",9,14,"norwood.netpen",8
2021-07-25 01:35:00,13.5015563525009,1.30231911891606,2.74349103172104,0,"01:35:00",9,14,"norwood.netpen",8
