date.time,tag.id,receiver.site,antenna.number,temp.sd,temp.strong,lat,long,strength
7/25/2021 0:00,21,4,1,0.581018431,12.4,44.2303277,-123.1622552,134
7/25/2021 0:10,21,4,1,0.585667599,11.6,44.2303277,-123.1622552,126
7/25/2021 0:20,21,4,1,0.930335321,14,44.2303277,-123.1622552,133
7/25/2021 0:30,21,4,1,0.543739068,13.2,44.2303277,-123.1622552,105
7/25/2021 0:40,21,4,1,0.304554795,14,44.2303277,-123.1622552,86
7/25/2021 0:50,21,4,1,0.470583973,14,44.2303277,-123.1622552,97
7/25/2021 1:00,21,4,1,0.333623062,13.2,44.2303277,-123.1622552,97
7/25/2021 1:10,21,3,1,0.509617646,13.2,44.23065,-123.16275,108
7/25/2021 1:20,21,4,1,0.402888124,14,44.2303277,-123.1622552,110
7/25/2021 1:30,21,4,1,0.500434594,13.2,44.2303277,-123.1622552,107
7/25/2021 1:40,21,4,1,0.24688536,14,44.2303277,-123.1622552,96
7/25/2021 1:50,21,3,1,0.613837549,13.2,44.23065,-123.16275,96
7/25/2021 2:00,21,4,1,0.666376749,12.4,44.2303277,-123.1622552,103
7/25/2021 2:10,21,3,1,0.54053114,13.2,44.23065,-123.16275,98
7/25/2021 2:20,21,4,1,0.58138512,14.8,44.2303277,-123.1622552,107
7/25/2021 2:30,21,4,1,0.829495775,14,44.2303277,-123.1622552,112
7/25/2021 2:40,21,3,1,0.635199387,13.2,44.23065,-123.16275,95
7/25/2021 2:50,21,4,1,0.407181902,13.2,44.2303277,-123.1622552,106
7/25/2021 3:00,21,4,1,0.371444497,14,44.2303277,-123.1622552,102
7/25/2021 3:10,21,4,1,0.286912601,11.6,44.2303277,-123.1622552,134
7/25/2021 3:20,21,4,1,0.382473155,11.6,44.2303277,-123.1622552,146
7/25/2021 3:30,21,4,1,0.908793025,13.2,44.2303277,-123.1622552,158
7/25/2021 3:40,21,4,1,0.300072141,10.8,44.2303277,-123.1622552,142
7/25/2021 3:50,21,4,1,0.332940946,11.6,44.2303277,-123.1622552,153
7/25/2021 4:00,21,4,1,0.689513286,12.4,44.2303277,-123.1622552,138
7/25/2021 4:10,21,3,1,0.904534034,14,44.23065,-123.16275,118
7/25/2021 4:20,21,2,1,0.48087166,14,44.23122,-123.1629,105
7/25/2021 4:30,21,2,2,0.497736813,14.8,44.23122,-123.1629,111
7/25/2021 4:40,21,2,1,0.998822837,13.2,44.23122,-123.1629,93
7/25/2021 4:50,21,2,1,0.4,14,44.23122,-123.1629,81
7/25/2021 5:10,21,1,1,0.935468888,15.6,44.2333796,-123.1625399,111
7/25/2021 5:20,21,1,1,1.50369579,14.8,44.2333796,-123.1625399,115
7/25/2021 5:30,21,1,1,1.808419342,16.4,44.2333796,-123.1625399,118
7/25/2021 5:40,21,1,1,0.665020799,15.6,44.2333796,-123.1625399,117
7/25/2021 5:50,21,1,1,0.534846339,14.8,44.2333796,-123.1625399,92
7/25/2021 6:00,21,1,1,0.784613948,15.6,44.2333796,-123.1625399,91
7/25/2021 6:10,21,1,1,0.56139083,14.8,44.2333796,-123.1625399,97
7/25/2021 6:20,21,1,2,0.475270821,14,44.2333796,-123.1625399,81
7/25/2021 6:30,21,1,1,0.784856675,14.8,44.2333796,-123.1625399,89
7/25/2021 6:40,21,1,1,0.72026931,13.2,44.2333796,-123.1625399,84
7/25/2021 6:50,21,1,1,1.13137085,13.2,44.2333796,-123.1625399,77
7/25/2021 7:00,21,1,1,0.32249031,13.2,44.2333796,-123.1625399,91
7/25/2021 7:10,21,1,1,0.724657302,14,44.2333796,-123.1625399,93
7/25/2021 7:20,21,1,2,0.461880215,13.2,44.2333796,-123.1625399,79
7/25/2021 7:30,21,1,1,0.58535985,13.2,44.2333796,-123.1625399,91
7/25/2021 7:40,21,1,1,0.713980001,13.2,44.2333796,-123.1625399,95
7/25/2021 7:50,21,1,1,0.77046946,13.2,44.2333796,-123.1625399,95
7/25/2021 8:00,21,1,1,0.782064969,13.2,44.2333796,-123.1625399,95
7/25/2021 8:10,21,1,1,0.444575144,13.2,44.2333796,-123.1625399,89
7/25/2021 8:20,21,1,1,0.624151598,13.2,44.2333796,-123.1625399,97
7/25/2021 8:30,21,1,1,0.58696476,12.4,44.2333796,-123.1625399,93
7/25/2021 8:40,21,1,2,NA,13.2,44.2333796,-123.1625399,76
7/25/2021 9:00,21,2,1,0.653197265,12.4,44.23122,-123.1629,85
7/25/2021 9:10,21,2,1,0.8,12.4,44.23122,-123.1629,87
7/25/2021 9:20,21,2,1,0.719788329,12.4,44.23122,-123.1629,83
7/25/2021 9:40,21,2,2,0.357770876,12.4,44.23122,-123.1629,84
7/25/2021 9:50,21,2,1,0.988826465,12.4,44.23122,-123.1629,98
7/25/2021 10:00,21,2,1,0.8,11.6,44.23122,-123.1629,80
7/25/2021 10:10,21,2,1,0.512695956,12.4,44.23122,-123.1629,90
7/25/2021 10:30,21,2,1,0.565685425,12.4,44.23122,-123.1629,90
7/25/2021 10:40,21,2,1,0.709124208,12.4,44.23122,-123.1629,97
7/25/2021 10:50,21,2,1,1.186591758,14,44.23122,-123.1629,99
7/25/2021 11:00,21,2,2,0,12.4,44.23122,-123.1629,77
7/25/2021 11:10,21,2,1,0.565685425,12.4,44.23122,-123.1629,89
7/25/2021 11:20,21,2,1,0.341121146,12.4,44.23122,-123.1629,85
7/25/2021 11:30,21,2,1,0.8,13.2,44.23122,-123.1629,81
7/25/2021 11:40,21,2,1,0.91214034,13.2,44.23122,-123.1629,99
7/25/2021 11:50,21,2,1,NA,13.2,44.23122,-123.1629,78
7/25/2021 12:00,21,2,1,0.715541753,12.4,44.23122,-123.1629,88
7/25/2021 12:10,21,2,1,0.667618368,12.4,44.23122,-123.1629,85
7/25/2021 12:20,21,2,1,0.91214034,12.4,44.23122,-123.1629,81
7/25/2021 12:30,21,2,1,0.8,12.4,44.23122,-123.1629,82
7/25/2021 12:40,21,2,1,1.213260071,12.4,44.23122,-123.1629,89
7/25/2021 12:50,21,2,1,1.066666667,11.6,44.23122,-123.1629,85
7/25/2021 13:10,21,2,1,0.8,14.8,44.23122,-123.1629,80
7/25/2021 13:20,21,2,1,0,12.4,44.23122,-123.1629,82
7/25/2021 13:30,21,2,1,0.438178046,12.4,44.23122,-123.1629,92
7/25/2021 13:40,21,2,1,0.565685425,12.4,44.23122,-123.1629,83
7/25/2021 13:50,21,2,1,0.923760431,13.2,44.23122,-123.1629,90
7/25/2021 14:00,21,2,1,0,13.2,44.23122,-123.1629,83
7/25/2021 14:10,21,2,1,0.461880215,14,44.23122,-123.1629,91
7/25/2021 14:20,21,2,1,1.385640646,13.2,44.23122,-123.1629,87
7/25/2021 14:40,21,2,1,NA,13.2,44.23122,-123.1629,84
7/25/2021 14:50,21,2,1,NA,13.2,44.23122,-123.1629,82
7/25/2021 15:00,21,2,1,0.565685425,12.4,44.23122,-123.1629,79
7/25/2021 15:10,21,2,1,0,13.2,44.23122,-123.1629,89
7/25/2021 15:20,21,2,1,0.839047079,14,44.23122,-123.1629,92
7/25/2021 15:30,21,2,1,0.533333333,13.2,44.23122,-123.1629,95
7/25/2021 15:40,21,2,1,1.043072385,13.2,44.23122,-123.1629,102
7/25/2021 15:50,21,2,1,1.017934416,13.2,44.23122,-123.1629,86
7/25/2021 16:00,21,2,1,0.533333333,13.2,44.23122,-123.1629,96
7/25/2021 16:10,21,2,1,0.848528137,14,44.23122,-123.1629,103
7/25/2021 16:20,21,2,1,0.302371578,13.2,44.23122,-123.1629,90
7/25/2021 16:30,21,2,1,1.734358671,13.2,44.23122,-123.1629,82
7/25/2021 16:40,21,2,1,0.669328021,13.2,44.23122,-123.1629,82
7/25/2021 16:50,21,2,1,NA,13.2,44.23122,-123.1629,89
7/25/2021 17:10,21,2,1,0.403619983,13.2,44.23122,-123.1629,97
7/25/2021 17:20,21,2,1,0.60764362,14.8,44.23122,-123.1629,102
7/25/2021 17:30,21,2,1,0.352766841,13.2,44.23122,-123.1629,102
7/25/2021 17:40,21,2,1,NA,13.2,44.23122,-123.1629,88
7/25/2021 17:50,21,2,1,0.4,13.2,44.23122,-123.1629,97
7/25/2021 18:00,21,2,1,0.760951785,14,44.23122,-123.1629,96
7/25/2021 18:10,21,2,2,NA,13.2,44.23122,-123.1629,63
7/25/2021 18:20,21,2,1,1.13137085,13.2,44.23122,-123.1629,81
7/25/2021 18:30,21,2,1,1.222020185,13.2,44.23122,-123.1629,86
7/25/2021 18:40,21,2,1,0.715541753,13.2,44.23122,-123.1629,95
7/25/2021 18:50,21,2,2,NA,14,44.23122,-123.1629,80
7/25/2021 19:00,21,2,2,2.116601049,17.2,44.23122,-123.1629,77
7/25/2021 19:10,21,2,1,0.91214034,14,44.23122,-123.1629,85
7/25/2021 19:20,21,2,1,0.719788329,12.4,44.23122,-123.1629,105
7/25/2021 19:30,21,2,1,0.972591418,10.8,44.23122,-123.1629,86
7/25/2021 19:40,21,2,2,1.096256256,14,44.23122,-123.1629,83
7/25/2021 20:00,21,2,1,0,13.2,44.23122,-123.1629,83
7/25/2021 20:10,21,2,1,0.602218122,14,44.23122,-123.1629,98
7/25/2021 20:20,21,2,1,1.177568116,13.2,44.23122,-123.1629,87
7/25/2021 20:30,21,2,1,0.681304502,15.6,44.23122,-123.1629,98
7/25/2021 20:40,21,2,1,0.710100292,15.6,44.23122,-123.1629,85
7/25/2021 20:50,21,1,1,2.108736821,19.6,44.2333796,-123.1625399,130
7/25/2021 21:00,21,1,1,1.016630343,17.2,44.2333796,-123.1625399,114
7/25/2021 21:10,21,4,1,0.91214034,18,44.2303277,-123.1622552,63
7/25/2021 21:20,21,1,1,1.538830725,18,44.2333796,-123.1625399,89
7/25/2021 21:30,21,2,2,1.250777536,17.2,44.23122,-123.1629,93
7/25/2021 21:40,21,3,1,0,13.2,44.23065,-123.16275,79
7/25/2021 21:50,21,3,1,0,13.2,44.23065,-123.16275,95
7/25/2021 22:00,21,3,1,1.13137085,12.4,44.23065,-123.16275,90
7/25/2021 22:10,21,3,1,0.461880215,13.2,44.23065,-123.16275,84
7/25/2021 22:20,21,3,1,0.964836303,13.2,44.23065,-123.16275,88
7/25/2021 22:30,21,3,1,0.311399578,13.2,44.23065,-123.16275,94
7/25/2021 22:40,21,4,1,1.198289379,10,44.2303277,-123.1622552,109
7/25/2021 22:50,21,4,1,0.469714359,14,44.2303277,-123.1622552,107
7/25/2021 23:00,21,4,1,0.451727762,12.4,44.2303277,-123.1622552,108
7/25/2021 23:10,21,3,1,0.386436713,11.6,44.23065,-123.16275,73
7/25/2021 23:20,21,3,1,0.241209076,11.6,44.23065,-123.16275,81
7/25/2021 23:30,21,3,1,0.421637021,11.6,44.23065,-123.16275,65
7/25/2021 23:40,21,3,1,0.414039336,11.6,44.23065,-123.16275,69
7/25/2021 23:50,21,3,1,0.357770876,11.6,44.23065,-123.16275,69
7/26/2021 0:00,21,3,1,0,11.6,44.23065,-123.16275,65
7/26/2021 0:10,21,3,1,0.377123617,11.6,44.23065,-123.16275,74
7/26/2021 0:20,21,3,1,0.534846339,13.2,44.23065,-123.16275,93
7/26/2021 0:30,21,3,1,0.311399578,12.4,44.23065,-123.16275,84
7/26/2021 0:40,21,3,1,0,12.4,44.23065,-123.16275,93
7/26/2021 0:50,21,3,1,0,12.4,44.23065,-123.16275,95
7/26/2021 1:00,21,3,1,0.341121146,12.4,44.23065,-123.16275,95
7/26/2021 1:10,21,3,1,0,12.4,44.23065,-123.16275,82
7/26/2021 1:20,21,3,1,0.266666667,12.4,44.23065,-123.16275,78
7/26/2021 1:30,21,3,1,0.341121146,12.4,44.23065,-123.16275,79
7/26/2021 1:40,21,3,1,0.413118224,11.6,44.23065,-123.16275,77
7/26/2021 1:50,21,3,1,0,11.6,44.23065,-123.16275,66
7/26/2021 2:00,21,3,1,0.230940108,11.6,44.23065,-123.16275,79
7/26/2021 2:10,21,3,1,0,11.6,44.23065,-123.16275,79
7/26/2021 2:20,21,3,1,0.311399578,11.6,44.23065,-123.16275,69
7/26/2021 2:30,21,3,1,0.749949493,11.6,44.23065,-123.16275,74
7/26/2021 2:40,21,3,1,0,11.6,44.23065,-123.16275,68
7/26/2021 2:50,21,3,1,0,11.6,44.23065,-123.16275,53
7/26/2021 3:00,21,3,1,0.282842712,11.6,44.23065,-123.16275,69
7/26/2021 3:10,21,3,1,0.629436634,13.2,44.23065,-123.16275,71
7/26/2021 3:20,21,3,1,0.282842712,11.6,44.23065,-123.16275,66
7/26/2021 3:30,21,3,1,0.625388768,11.6,44.23065,-123.16275,63
7/26/2021 3:40,21,2,1,0.341121146,10.8,44.23122,-123.1629,91
7/26/2021 3:50,21,3,1,0.4,11.6,44.23065,-123.16275,67
7/26/2021 4:00,21,3,1,0.282842712,11.6,44.23065,-123.16275,71
7/26/2021 4:10,21,3,1,0.390360029,11.6,44.23065,-123.16275,59
7/26/2021 4:20,21,3,1,0.414039336,11.6,44.23065,-123.16275,68
7/26/2021 4:30,21,4,1,0.300072141,11.6,44.2303277,-123.1622552,134
7/26/2021 4:40,21,4,1,0.241209076,11.6,44.2303277,-123.1622552,131
7/26/2021 4:50,21,4,1,0.240634083,11.6,44.2303277,-123.1622552,145
7/26/2021 5:00,21,3,1,1.195547294,16.4,44.23065,-123.16275,79
