date.time,tag.id,receiver.site,antenna.number,temp.sd,temp.strong,lat,long,strength
7/25/2021 0:30,23,2,1,NA,14,44.23122,-123.1629,66
7/25/2021 1:10,23,4,1,0.37032804,17.2,44.2303277,-123.1622552,90
7/25/2021 1:30,23,1,1,NA,14,44.2333796,-123.1625399,74
7/25/2021 1:40,23,1,1,NA,14,44.2333796,-123.1625399,76
7/25/2021 1:50,23,1,1,1.13137085,13.2,44.2333796,-123.1625399,78
7/25/2021 2:00,23,1,1,0.505964426,13.2,44.2333796,-123.1625399,78
7/25/2021 2:20,23,2,1,NA,13.2,44.23122,-123.1629,77
7/25/2021 3:10,23,1,1,0.565685425,13.2,44.2333796,-123.1625399,78
7/25/2021 4:00,23,1,1,1.13137085,14.8,44.2333796,-123.1625399,81
7/25/2021 4:10,23,1,1,NA,14,44.2333796,-123.1625399,77
7/25/2021 4:30,23,1,1,NA,12.4,44.2333796,-123.1625399,77
7/25/2021 5:40,23,1,1,NA,14,44.2333796,-123.1625399,75
7/25/2021 6:10,23,1,1,NA,14,44.2333796,-123.1625399,74
7/25/2021 7:40,23,2,1,NA,11.6,44.23122,-123.1629,52
7/25/2021 8:00,23,1,1,0.565685425,10.8,44.2333796,-123.1625399,72
7/25/2021 9:20,23,3,1,NA,15.6,44.23065,-123.16275,50
7/25/2021 17:00,23,2,1,NA,12.4,44.23122,-123.1629,80
7/25/2021 17:10,23,2,1,0.461880215,13.2,44.23122,-123.1629,82
7/25/2021 17:30,23,2,1,0.461880215,13.2,44.23122,-123.1629,91
7/25/2021 17:40,23,2,1,0.241209076,13.2,44.23122,-123.1629,92
7/25/2021 18:00,23,2,1,0.664967532,13.2,44.23122,-123.1629,80
7/25/2021 18:30,23,2,1,0.41194292,13.2,44.23122,-123.1629,108
7/25/2021 19:00,23,2,1,0.230940108,13.2,44.23122,-123.1629,88
7/25/2021 19:10,23,2,1,0.361813613,13.2,44.23122,-123.1629,89
7/25/2021 19:20,23,2,1,0.765941686,14,44.23122,-123.1629,78
7/25/2021 19:30,23,2,1,0.37032804,14,44.23122,-123.1629,97
7/25/2021 19:40,23,2,1,0.461880215,14,44.23122,-123.1629,75
7/25/2021 19:50,23,2,1,1.043072385,14,44.23122,-123.1629,80
7/25/2021 20:00,23,2,1,0.311399578,14,44.23122,-123.1629,84
7/25/2021 20:10,23,2,1,0.323615934,13.2,44.23122,-123.1629,86
7/25/2021 20:30,23,2,1,0.323615934,13.2,44.23122,-123.1629,108
7/25/2021 20:40,23,2,1,0.653197265,13.2,44.23122,-123.1629,87
7/25/2021 20:50,23,2,1,1.09138037,13.2,44.23122,-123.1629,108
7/25/2021 21:00,23,2,1,0.461880215,14,44.23122,-123.1629,105
7/25/2021 21:30,23,2,1,0,13.2,44.23122,-123.1629,73
7/25/2021 21:50,23,2,1,0.4,13.2,44.23122,-123.1629,83
