"date.time","tag.id","receiver.site","antenna.number","temp.sd","temp.strong","lat","long","strength","gap","gap.30","gap.40","gap.50","gap.60","gap.70","gap.80","gap.90","gap.100","gap.110","gap.120","temp.diff","mainstem.temp","foray.30","foray.40","foray.50","foray.60","foray.70","foray.80","foray.90","foray.100","foray.110","foray.120"
2021-07-27 07:40:00,34,2,1,NA,21.2,44.23122,-123.1629,76,690,1,1,1,1,1,1,1,1,1,1,8,19.08,1,1,1,1,1,1,1,1,1,1
2021-07-29 12:20:00,34,2,1,NA,11.6,44.23122,-123.1629,74,3160,1,1,1,1,1,1,1,1,1,1,-9.6,19.793,0,0,0,0,0,0,0,0,0,0
2021-07-30 08:50:00,34,2,1,NA,18,44.23122,-123.1629,79,810,1,1,1,1,1,1,1,1,1,1,7.2,19.056,1,1,1,1,1,1,1,1,1,1
2021-07-30 11:40:00,34,2,1,NA,21.2,44.23122,-123.1629,75,170,1,1,1,1,1,1,1,1,1,1,3.2,18.961,1,1,1,1,1,1,1,1,1,1
2021-07-30 21:10:00,34,2,1,NA,22,44.23122,-123.1629,78,570,1,1,1,1,1,1,1,1,1,1,0.800000000000001,19.698,0,0,0,0,0,0,0,0,0,0
2021-07-31 17:30:00,34,2,1,0.282842712,22,44.23122,-123.1629,79,140,1,1,1,1,1,1,1,1,1,1,11.2,19.413,1,1,1,1,1,1,1,1,1,1
2021-08-01 19:40:00,34,1,1,NA,14.8,44.2333796,-123.1625399,79,1570,1,1,1,1,1,1,1,1,1,1,-7.2,20.293,0,0,0,0,0,0,0,0,0,0
2021-08-02 19:10:00,34,2,1,NA,22,44.23122,-123.1629,80,1300,1,1,1,1,1,1,1,1,1,1,8.8,21.175,1,1,1,1,1,1,1,1,1,1
2021-08-02 23:10:00,34,2,1,0,21.2,44.23122,-123.1629,81,240,1,1,1,1,1,1,1,1,1,1,-0.800000000000001,20.555,0,0,0,0,0,0,0,0,0,0
2021-08-08 06:40:00,34,2,1,NA,21.2,44.23122,-123.1629,84,810,1,1,1,1,1,1,1,1,1,1,11.2,19.056,1,1,1,1,1,1,1,1,1,1
2021-08-12 09:40:00,34,2,1,NA,22,44.23122,-123.1629,81,5940,1,1,1,1,1,1,1,1,1,1,0.800000000000001,19.508,0,0,0,0,0,0,0,0,0,0
2021-08-20 11:20:00,34,1,1,1.306394529,14.8,44.2333796,-123.1625399,58,210,1,1,1,1,1,1,1,1,1,1,3.2,18.533,1,1,1,1,1,1,1,1,1,1
2021-08-20 19:00:00,34,1,1,NA,13.2,44.2333796,-123.1625399,75,460,1,1,1,1,1,1,1,1,1,1,-1.6,18.985,0,0,0,0,0,0,0,0,0,0
