"date.time","tag.id","receiver.site","antenna.number","temp.sd","temp.strong","lat","long","strength","gap","gap.30","gap.40","gap.50","gap.60","gap.70","gap.80","gap.90","gap.100","gap.110","gap.120","temp.diff","mainstem.temp","foray.30","foray.40","foray.50","foray.60","foray.70","foray.80","foray.90","foray.100","foray.110","foray.120"
2021-07-25 16:40:00,39,1,1,NA,14.8,44.2333796,-123.1625399,82,40,1,1,0,0,0,0,0,0,0,0,3.2,21.199,1,1,0,0,0,0,0,0,0,0
2021-07-25 16:50:00,39,1,1,0.461880215,14.8,44.2333796,-123.1625399,89,10,0,0,0,0,0,0,0,0,0,0,0,21.127,0,0,0,0,0,0,0,0,0,0
2021-07-26 04:10:00,39,2,1,NA,14.8,44.23122,-123.1629,79,30,1,0,0,0,0,0,0,0,0,0,1.6,19.27,1,0,0,0,0,0,0,0,0,0
2021-07-26 04:30:00,39,2,1,NA,12.4,44.23122,-123.1629,76,20,0,0,0,0,0,0,0,0,0,0,-2.4,19.08,0,0,0,0,0,0,0,0,0,0
2021-07-26 05:20:00,39,1,1,0.565685425,14,44.2333796,-123.1625399,80,50,1,1,1,0,0,0,0,0,0,0,1.6,18.985,1,1,1,0,0,0,0,0,0,0
2021-07-26 05:50:00,39,1,1,NA,14,44.2333796,-123.1625399,79,30,1,0,0,0,0,0,0,0,0,0,0,18.889,0,0,0,0,0,0,0,0,0,0
2021-07-27 04:40:00,39,1,1,NA,14.8,44.2333796,-123.1625399,82,50,1,1,1,0,0,0,0,0,0,0,1.6,19.484,1,1,1,0,0,0,0,0,0,0
2021-07-27 05:20:00,39,2,1,0.461880215,16.4,44.23122,-123.1629,81,40,1,1,0,0,0,0,0,0,0,0,1.6,19.436,1,1,0,0,0,0,0,0,0,0
2021-07-27 05:30:00,39,1,2,NA,14.8,44.2333796,-123.1625399,78,10,0,0,0,0,0,0,0,0,0,0,-1.6,19.365,0,0,0,0,0,0,0,0,0,0
2021-07-27 18:30:00,39,1,1,NA,15.6,44.2333796,-123.1625399,78,60,1,1,1,1,0,0,0,0,0,0,2.4,20.913,1,1,1,1,0,0,0,0,0,0
2021-07-27 18:40:00,39,1,1,0.8,13.2,44.2333796,-123.1625399,79,10,0,0,0,0,0,0,0,0,0,0,-2.4,20.841,0,0,0,0,0,0,0,0,0,0
2021-07-29 16:50:00,39,1,1,NA,13.2,44.2333796,-123.1625399,75,30,1,0,0,0,0,0,0,0,0,0,2.4,21.103,1,0,0,0,0,0,0,0,0,0
2021-07-29 17:00:00,39,2,1,NA,16.4,44.23122,-123.1629,78,10,0,0,0,0,0,0,0,0,0,0,3.2,21.103,0,0,0,0,0,0,0,0,0,0
2021-07-30 01:20:00,39,2,1,NA,13.2,44.23122,-123.1629,74,30,1,0,0,0,0,0,0,0,0,0,1.6,19.865,1,0,0,0,0,0,0,0,0,0
2021-07-30 03:00:00,39,1,1,NA,13.2,44.2333796,-123.1625399,79,100,1,1,1,1,1,1,1,1,0,0,0,19.46,0,0,0,0,0,0,0,0,0,0
2021-07-30 04:40:00,39,1,1,NA,14.8,44.2333796,-123.1625399,80,70,1,1,1,1,1,0,0,0,0,0,1.6,19.175,1,1,1,1,1,0,0,0,0,0
2021-07-30 05:20:00,39,1,2,NA,12.4,44.2333796,-123.1625399,44,40,1,1,0,0,0,0,0,0,0,0,-2.4,19.08,0,0,0,0,0,0,0,0,0,0
2021-07-30 16:10:00,39,1,1,0.565685425,14.8,44.2333796,-123.1625399,86,230,1,1,1,1,1,1,1,1,1,1,1.6,20.055,1,1,1,1,1,1,1,1,1,1
2021-07-30 16:40:00,39,1,1,0,14,44.2333796,-123.1625399,80,30,1,0,0,0,0,0,0,0,0,0,-0.800000000000001,20.269,0,0,0,0,0,0,0,0,0,0
2021-07-30 17:20:00,39,1,1,NA,14.8,44.2333796,-123.1625399,82,30,1,0,0,0,0,0,0,0,0,0,1.6,20.293,1,0,0,0,0,0,0,0,0,0
2021-07-30 17:50:00,39,1,1,NA,13.2,44.2333796,-123.1625399,81,30,1,0,0,0,0,0,0,0,0,0,-1.6,20.246,0,0,0,0,0,0,0,0,0,0
2021-07-31 05:40:00,39,1,1,NA,15.6,44.2333796,-123.1625399,81,450,1,1,1,1,1,1,1,1,1,1,2.4,18.295,1,1,1,1,1,1,1,1,1,1
