"date.time","tag.id","receiver.site","antenna.number","temp.sd","temp.strong","lat","long","strength","gap","gap.30","gap.40","gap.50","gap.60","gap.70","gap.80","gap.90","gap.100","gap.110","gap.120","temp.diff","mainstem.temp","foray.30","foray.40","foray.50","foray.60","foray.70","foray.80","foray.90","foray.100","foray.110","foray.120"
2021-07-29 08:00:00,20,2,1,0.565685425,13.2,44.23122,-123.1629,78,50,1,1,1,0,0,0,0,0,0,0,1.6,18.961,1,1,1,0,0,0,0,0,0,0
2021-07-29 09:10:00,20,2,1,NA,11.6,44.23122,-123.1629,40,70,1,1,1,1,1,0,0,0,0,0,-1.6,18.889,0,0,0,0,0,0,0,0,0,0
2021-07-29 15:10:00,20,2,1,2.2627417,14.8,44.23122,-123.1629,74,130,1,1,1,1,1,1,1,1,1,1,2.4,20.674,1,1,1,1,1,1,1,1,1,1
2021-07-29 15:30:00,20,2,1,0.461880215,13.2,44.23122,-123.1629,91,20,0,0,0,0,0,0,0,0,0,0,-1.6,20.913,0,0,0,0,0,0,0,0,0,0
2021-07-29 23:30:00,20,2,1,0,15.6,44.23122,-123.1629,80,70,1,1,1,1,1,0,0,0,0,0,3.2,20.246,1,1,1,1,1,0,0,0,0,0
2021-07-30 00:50:00,20,4,1,0.230940108,11.6,44.2303277,-123.1622552,113,80,1,1,1,1,1,1,0,0,0,0,-4,19.96,0,0,0,0,0,0,0,0,0,0
2021-07-31 00:20:00,20,2,1,NA,14.8,44.23122,-123.1629,77,100,1,1,1,1,1,1,1,1,0,0,3.2,18.985,1,1,1,1,1,1,1,1,0,0
2021-07-31 01:00:00,20,3,1,0.413118224,11.6,44.23065,-123.16275,55,40,1,1,0,0,0,0,0,0,0,0,-3.2,18.818,0,0,0,0,0,0,0,0,0,0
2021-08-01 14:30:00,20,2,1,NA,22,44.23122,-123.1629,73,530,1,1,1,1,1,1,1,1,1,1,8.8,19.436,1,1,1,1,1,1,1,1,1,1
2021-08-01 16:20:00,20,2,1,0.979795897,13.2,44.23122,-123.1629,86,110,1,1,1,1,1,1,1,1,1,0,-8.8,20.246,0,0,0,0,0,0,0,0,0,0
2021-08-03 08:00:00,20,1,1,NA,16.4,44.2333796,-123.1625399,40,30,1,0,0,0,0,0,0,0,0,0,2.4,19.389,1,0,0,0,0,0,0,0,0,0
2021-08-03 08:10:00,20,1,1,0,14,44.2333796,-123.1625399,93,10,0,0,0,0,0,0,0,0,0,0,-2.4,19.365,0,0,0,0,0,0,0,0,0,0
2021-08-04 11:10:00,20,1,1,0.565685425,14,44.2333796,-123.1625399,81,40,1,1,0,0,0,0,0,0,0,0,2.4,19.08,1,1,0,0,0,0,0,0,0,0
2021-08-04 11:20:00,20,1,1,NA,13.2,44.2333796,-123.1625399,73,10,0,0,0,0,0,0,0,0,0,0,-0.800000000000001,19.103,0,0,0,0,0,0,0,0,0,0
2021-08-05 11:00:00,20,1,1,NA,16.4,44.2333796,-123.1625399,82,60,1,1,1,1,0,0,0,0,0,0,1.6,19.151,1,1,1,1,0,0,0,0,0,0
2021-08-05 11:20:00,20,1,1,NA,12.4,44.2333796,-123.1625399,80,20,0,0,0,0,0,0,0,0,0,0,-4,19.222,0,0,0,0,0,0,0,0,0,0
2021-08-05 13:20:00,20,1,1,1.697056275,14.8,44.2333796,-123.1625399,77,30,1,0,0,0,0,0,0,0,0,0,1.6,19.246,1,0,0,0,0,0,0,0,0,0
2021-08-05 13:30:00,20,1,1,NA,12.4,44.2333796,-123.1625399,78,10,0,0,0,0,0,0,0,0,0,0,-2.4,19.246,0,0,0,0,0,0,0,0,0,0
