"date.time","tag.id","receiver.site","antenna.number","temp.sd","temp.strong","lat","long","strength","gap","gap.30","gap.40","gap.50","gap.60","gap.70","gap.80","gap.90","gap.100","gap.110","gap.120","temp.diff","mainstem.temp","foray.30","foray.40","foray.50","foray.60","foray.70","foray.80","foray.90","foray.100","foray.110","foray.120"
2021-07-25 05:20:00,14,2,1,1.45327217,15.6,44.23122,-123.1629,81,30,1,0,0,0,0,0,0,0,0,0,2.4,18.675,1,0,0,0,0,0,0,0,0,0
2021-07-25 05:30:00,14,2,2,0.625388768,13.2,44.23122,-123.1629,78,10,0,0,0,0,0,0,0,0,0,0,-2.4,18.485,0,0,0,0,0,0,0,0,0,0
2021-07-26 07:00:00,14,1,1,0,14.8,44.2333796,-123.1625399,76,50,1,1,1,0,0,0,0,0,0,0,1.6,18.866,1,1,1,0,0,0,0,0,0,0
2021-07-26 07:30:00,14,2,1,0.8,13.2,44.23122,-123.1629,81,30,1,0,0,0,0,0,0,0,0,0,-1.6,18.913,0,0,0,0,0,0,0,0,0,0
2021-07-26 15:00:00,14,1,1,0.765941686,14,44.2333796,-123.1625399,89,30,1,0,0,0,0,0,0,0,0,0,1.6,20.865,1,0,0,0,0,0,0,0,0,0
2021-07-26 15:10:00,14,1,1,0.715541753,14,44.2333796,-123.1625399,79,10,0,0,0,0,0,0,0,0,0,0,0,20.936,0,0,0,0,0,0,0,0,0,0
2021-07-27 13:40:00,14,1,1,0.5820855,14,44.2333796,-123.1625399,83,130,1,1,1,1,1,1,1,1,1,1,1.6,20.198,1,1,1,1,1,1,1,1,1,1
2021-07-27 13:50:00,14,1,1,0.535627251,14,44.2333796,-123.1625399,89,10,0,0,0,0,0,0,0,0,0,0,0,20.341,0,0,0,0,0,0,0,0,0,0
2021-07-28 12:10:00,14,2,1,NA,13.2,44.23122,-123.1629,75,140,1,1,1,1,1,1,1,1,1,1,1.6,19.222,1,1,1,1,1,1,1,1,1,1
2021-07-28 14:30:00,14,1,1,NA,14.8,44.2333796,-123.1625399,76,140,1,1,1,1,1,1,1,1,1,1,1.6,20.031,1,1,1,1,1,1,1,1,1,1
2021-07-28 14:50:00,14,1,1,NA,14,44.2333796,-123.1625399,74,20,0,0,0,0,0,0,0,0,0,0,-0.800000000000001,19.936,0,0,0,0,0,0,0,0,0,0
2021-07-29 05:20:00,14,2,1,0.855235974,14.8,44.23122,-123.1629,87,90,1,1,1,1,1,1,1,0,0,0,1.6,19.151,1,1,1,1,1,1,1,0,0,0
2021-07-29 05:30:00,14,1,1,0.780405188,12.4,44.2333796,-123.1625399,84,10,0,0,0,0,0,0,0,0,0,0,-2.4,19.08,0,0,0,0,0,0,0,0,0,0
2021-07-31 18:50:00,14,1,1,0.625388768,14,44.2333796,-123.1625399,81,120,1,1,1,1,1,1,1,1,1,1,1.6,19.365,1,1,1,1,1,1,1,1,1,1
2021-07-31 19:00:00,14,1,2,0.786553664,14,44.2333796,-123.1625399,86,10,0,0,0,0,0,0,0,0,0,0,0,19.318,0,0,0,0,0,0,0,0,0,0
2021-08-03 04:50:00,14,2,1,0.461880215,14.8,44.23122,-123.1629,86,120,1,1,1,1,1,1,1,1,1,1,1.6,19.793,1,1,1,1,1,1,1,1,1,1
2021-08-03 05:10:00,14,1,1,1.222020185,13.2,44.2333796,-123.1625399,74,20,0,0,0,0,0,0,0,0,0,0,-1.6,19.793,0,0,0,0,0,0,0,0,0,0
2021-08-03 09:40:00,14,2,1,NA,14,44.23122,-123.1629,81,40,1,1,0,0,0,0,0,0,0,0,1.6,19.508,1,1,0,0,0,0,0,0,0,0
2021-08-03 10:40:00,14,2,1,NA,11.6,44.23122,-123.1629,23,60,1,1,1,1,0,0,0,0,0,0,-2.4,19.841,0,0,0,0,0,0,0,0,0,0
