"date.time","tag.id","receiver.site","antenna.number","temp.sd","temp.strong","lat","long","strength","gap","gap.30","gap.40","gap.50","gap.60","gap.70","gap.80","gap.90","gap.100","gap.110","gap.120","temp.diff","mainstem.temp","foray.30","foray.40","foray.50","foray.60","foray.70","foray.80","foray.90","foray.100","foray.110","foray.120"
2021-07-25 22:20:00,15,1,1,NA,14.8,44.2333796,-123.1625399,83,30,1,0,0,0,0,0,0,0,0,0,1.6,20.603,1,0,0,0,0,0,0,0,0,0
2021-07-25 22:30:00,15,1,1,1.264911064,15.6,44.2333796,-123.1625399,85,10,0,0,0,0,0,0,0,0,0,0,0.799999999999999,20.627,0,0,0,0,0,0,0,0,0,0
2021-07-26 09:10:00,15,1,1,NA,14,44.2333796,-123.1625399,76,80,1,1,1,1,1,1,0,0,0,0,2.4,18.699,1,1,1,1,1,1,0,0,0,0
2021-07-26 09:30:00,15,1,2,NA,12.4,44.2333796,-123.1625399,74,20,0,0,0,0,0,0,0,0,0,0,-1.6,18.699,0,0,0,0,0,0,0,0,0,0
2021-07-28 08:40:00,15,1,1,0.565685425,14,44.2333796,-123.1625399,74,30,1,0,0,0,0,0,0,0,0,0,1.6,18.485,1,0,0,0,0,0,0,0,0,0
2021-07-28 08:50:00,15,1,1,NA,13.2,44.2333796,-123.1625399,74,10,0,0,0,0,0,0,0,0,0,0,-0.800000000000001,18.533,0,0,0,0,0,0,0,0,0,0
2021-07-28 09:40:00,15,1,1,NA,13.2,44.2333796,-123.1625399,75,40,1,1,0,0,0,0,0,0,0,0,3.2,18.58,1,1,0,0,0,0,0,0,0,0
2021-07-28 10:00:00,15,1,1,0.565685425,12.4,44.2333796,-123.1625399,84,20,0,0,0,0,0,0,0,0,0,0,-0.799999999999999,18.533,0,0,0,0,0,0,0,0,0,0
2021-07-28 15:40:00,15,1,1,NA,15.6,44.2333796,-123.1625399,80,100,1,1,1,1,1,1,1,1,0,0,2.4,20.103,1,1,1,1,1,1,1,1,0,0
2021-07-28 15:50:00,15,2,1,0.565685425,13.2,44.23122,-123.1629,77,10,0,0,0,0,0,0,0,0,0,0,-2.4,20.15,0,0,0,0,0,0,0,0,0,0
2021-07-31 22:50:00,15,2,2,1.011928851,16.4,44.23122,-123.1629,80,60,1,1,1,1,0,0,0,0,0,0,4,19.103,1,1,1,1,0,0,0,0,0,0
2021-07-31 23:00:00,15,2,1,0,18,44.23122,-123.1629,77,10,0,0,0,0,0,0,0,0,0,0,1.6,19.056,0,0,0,0,0,0,0,0,0,0
2021-08-02 11:30:00,15,1,1,0.4,14,44.2333796,-123.1625399,75,750,1,1,1,1,1,1,1,1,1,1,1.6,19.651,1,1,1,1,1,1,1,1,1,1
2021-08-02 14:40:00,15,1,1,1.222020185,13.2,44.2333796,-123.1625399,75,190,1,1,1,1,1,1,1,1,1,1,-0.800000000000001,20.65,0,0,0,0,0,0,0,0,0,0
2021-08-02 18:00:00,15,2,1,0.935236156,17.2,44.23122,-123.1629,75,200,1,1,1,1,1,1,1,1,1,1,4,21.318,1,1,1,1,1,1,1,1,1,1
2021-08-02 18:40:00,15,1,1,NA,14,44.2333796,-123.1625399,76,40,1,1,0,0,0,0,0,0,0,0,-3.2,21.199,0,0,0,0,0,0,0,0,0,0
2021-08-04 09:20:00,15,1,1,NA,20.4,44.2333796,-123.1625399,89,700,1,1,1,1,1,1,1,1,1,1,10.4,18.271,1,1,1,1,1,1,1,1,1,1
2021-08-04 09:30:00,15,1,1,NA,21.2,44.2333796,-123.1625399,90,10,0,0,0,0,0,0,0,0,0,0,0.800000000000001,18.271,0,0,0,0,0,0,0,0,0,0
2021-08-07 06:40:00,15,1,1,NA,19.6,44.2333796,-123.1625399,79,1010,1,1,1,1,1,1,1,1,1,1,7.2,18.913,1,1,1,1,1,1,1,1,1,1
2021-08-07 13:40:00,15,1,1,NA,24.4,44.2333796,-123.1625399,83,420,1,1,1,1,1,1,1,1,1,1,4.8,20.174,1,1,1,1,1,1,1,1,1,1
2021-08-07 14:30:00,15,1,1,0.653197265,10.8,44.2333796,-123.1625399,81,50,1,1,1,0,0,0,0,0,0,0,-13.6,20.484,0,0,0,0,0,0,0,0,0,0
2021-08-10 05:20:00,15,2,1,0.715541753,23.6,44.23122,-123.1629,91,1600,1,1,1,1,1,1,1,1,1,1,7.2,18.533,1,1,1,1,1,1,1,1,1,1
2021-08-10 14:10:00,15,2,1,NA,10.8,44.23122,-123.1629,60,530,1,1,1,1,1,1,1,1,1,1,-12.8,19.936,0,0,0,0,0,0,0,0,0,0
2021-08-10 16:30:00,15,2,1,NA,23.6,44.23122,-123.1629,79,140,1,1,1,1,1,1,1,1,1,1,12.8,20.627,1,1,1,1,1,1,1,1,1,1
2021-08-13 20:10:00,15,4,1,0.4,10.8,44.2303277,-123.1622552,115,4540,1,1,1,1,1,1,1,1,1,1,-12.8,20.007,0,0,0,0,0,0,0,0,0,0
2021-08-16 13:10:00,15,1,1,NA,14.8,44.2333796,-123.1625399,74,430,1,1,1,1,1,1,1,1,1,1,4.8,20.198,1,1,1,1,1,1,1,1,1,1
2021-08-16 14:20:00,15,1,1,NA,14.8,44.2333796,-123.1625399,81,70,1,1,1,1,1,0,0,0,0,0,0,20.15,0,0,0,0,0,0,0,0,0,0
