"date.time","tag.id","receiver.site","antenna.number","temp.sd","temp.strong","lat","long","strength","gap","gap.30","gap.40","gap.50","gap.60","gap.70","gap.80","gap.90","gap.100","gap.110","gap.120","temp.diff","mainstem.temp","foray.30","foray.40","foray.50","foray.60","foray.70","foray.80","foray.90","foray.100","foray.110","foray.120"
2021-07-25 04:00:00,23,1,1,1.13137085,14.8,44.2333796,-123.1625399,81,50,1,1,1,0,0,0,0,0,0,0,1.6,20.293,1,1,1,0,0,0,0,0,0,0
2021-07-25 04:10:00,23,1,1,NA,14,44.2333796,-123.1625399,77,10,0,0,0,0,0,0,0,0,0,0,-0.800000000000001,20.103,0,0,0,0,0,0,0,0,0,0
2021-07-25 05:40:00,23,1,1,NA,14,44.2333796,-123.1625399,75,70,1,1,1,1,1,0,0,0,0,0,1.6,18.271,1,1,1,1,1,0,0,0,0,0
2021-07-25 06:10:00,23,1,1,NA,14,44.2333796,-123.1625399,74,30,1,0,0,0,0,0,0,0,0,0,0,17.724,0,0,0,0,0,0,0,0,0,0
2021-07-26 00:20:00,23,2,1,0,13.2,44.23122,-123.1629,90,50,1,1,1,0,0,0,0,0,0,0,1.6,20.15,1,1,1,0,0,0,0,0,0,0
2021-07-26 01:50:00,23,1,1,NA,13.2,44.2333796,-123.1625399,71,90,1,1,1,1,1,1,1,0,0,0,0,19.96,0,0,0,0,0,0,0,0,0,0
2021-07-26 04:50:00,23,1,2,NA,14,44.2333796,-123.1625399,76,170,1,1,1,1,1,1,1,1,1,1,1.6,19.103,1,1,1,1,1,1,1,1,1,1
2021-07-26 05:00:00,23,1,2,NA,14,44.2333796,-123.1625399,75,10,0,0,0,0,0,0,0,0,0,0,0,19.008,0,0,0,0,0,0,0,0,0,0
2021-07-26 06:50:00,23,1,2,0.4,13.2,44.2333796,-123.1625399,85,40,1,1,0,0,0,0,0,0,0,0,1.6,18.866,1,1,0,0,0,0,0,0,0,0
2021-07-26 07:10:00,23,1,1,0.350823208,13.2,44.2333796,-123.1625399,89,20,0,0,0,0,0,0,0,0,0,0,0,18.961,0,0,0,0,0,0,0,0,0,0
2021-07-26 20:50:00,23,2,1,NA,15.6,44.23122,-123.1629,105,110,1,1,1,1,1,1,1,1,1,0,1.6,20.913,1,1,1,1,1,1,1,1,1,0
2021-07-26 21:00:00,23,2,1,NA,14,44.23122,-123.1629,103,10,0,0,0,0,0,0,0,0,0,0,-1.6,20.817,0,0,0,0,0,0,0,0,0,0
2021-07-27 16:30:00,23,2,1,0.679869268,14,44.23122,-123.1629,76,30,1,0,0,0,0,0,0,0,0,0,1.6,21.008,1,0,0,0,0,0,0,0,0,0
2021-07-27 16:40:00,23,2,1,0.715541753,13.2,44.23122,-123.1629,80,10,0,0,0,0,0,0,0,0,0,0,-0.800000000000001,21.056,0,0,0,0,0,0,0,0,0,0
2021-07-29 03:00:00,23,1,1,NA,14.8,44.2333796,-123.1625399,75,70,1,1,1,1,1,0,0,0,0,0,1.6,19.532,1,1,1,1,1,0,0,0,0,0
2021-07-29 03:30:00,23,1,1,0.505964426,13.2,44.2333796,-123.1625399,86,30,1,0,0,0,0,0,0,0,0,0,-1.6,19.436,0,0,0,0,0,0,0,0,0,0
2021-07-29 09:20:00,23,2,1,NA,20.4,44.23122,-123.1629,81,60,1,1,1,1,0,0,0,0,0,0,7.2,18.937,1,1,1,1,0,0,0,0,0,0
