"date.time","tag.id","receiver.site","antenna.number","temp.sd","temp.strong","lat","long","strength","gap","gap.30","gap.40","gap.50","gap.60","gap.70","gap.80","gap.90","gap.100","gap.110","gap.120","temp.diff","mainstem.temp","foray.30","foray.40","foray.50","foray.60","foray.70","foray.80","foray.90","foray.100","foray.110","foray.120"
2021-07-29 10:20:00,31,2,1,NA,12.4,44.23122,-123.1629,82,50,1,1,1,0,0,0,0,0,0,0,1.6,18.485,1,1,1,0,0,0,0,0,0,0
2021-07-29 10:40:00,31,2,1,NA,10.8,44.23122,-123.1629,59,20,0,0,0,0,0,0,0,0,0,0,-1.6,18.557,0,0,0,0,0,0,0,0,0,0
2021-07-29 12:10:00,31,2,1,0.461880215,12.4,44.23122,-123.1629,75,90,1,1,1,1,1,1,1,0,0,0,1.6,19.722,1,1,1,1,1,1,1,0,0,0
2021-07-29 12:20:00,31,2,1,NA,11.6,44.23122,-123.1629,74,10,0,0,0,0,0,0,0,0,0,0,-0.800000000000001,19.793,0,0,0,0,0,0,0,0,0,0
2021-07-30 08:30:00,31,2,1,2.2627417,14,44.23122,-123.1629,78,180,1,1,1,1,1,1,1,1,1,1,1.6,19.008,1,1,1,1,1,1,1,1,1,1
2021-07-30 09:10:00,31,2,1,NA,13.2,44.23122,-123.1629,71,40,1,1,0,0,0,0,0,0,0,0,-0.800000000000001,19.08,0,0,0,0,0,0,0,0,0,0
2021-07-30 13:10:00,31,2,1,0.461880215,14,44.23122,-123.1629,74,90,1,1,1,1,1,1,1,0,0,0,1.6,19.555,1,1,1,1,1,1,1,0,0,0
2021-07-30 13:20:00,31,2,1,0.390360029,12.4,44.23122,-123.1629,80,10,0,0,0,0,0,0,0,0,0,0,-1.6,19.698,0,0,0,0,0,0,0,0,0,0
2021-07-30 20:40:00,31,2,1,0.4,13.2,44.23122,-123.1629,83,30,1,0,0,0,0,0,0,0,0,0,1.6,19.817,1,0,0,0,0,0,0,0,0,0
2021-07-30 20:50:00,31,2,1,0.565685425,13.2,44.23122,-123.1629,82,10,0,0,0,0,0,0,0,0,0,0,0,19.722,0,0,0,0,0,0,0,0,0,0
2021-08-01 12:30:00,31,2,1,NA,13.2,44.23122,-123.1629,88,90,1,1,1,1,1,1,1,0,0,0,2.4,19.056,1,1,1,1,1,1,1,0,0,0
2021-08-01 12:50:00,31,2,1,NA,12.4,44.23122,-123.1629,79,20,0,0,0,0,0,0,0,0,0,0,-0.799999999999999,19.08,0,0,0,0,0,0,0,0,0,0
2021-08-02 12:00:00,31,1,1,3.233161507,17.2,44.2333796,-123.1625399,79,220,1,1,1,1,1,1,1,1,1,1,4.8,19.841,1,1,1,1,1,1,1,1,1,1
2021-08-02 12:20:00,31,2,1,NA,12.4,44.23122,-123.1629,71,20,0,0,0,0,0,0,0,0,0,0,-4.8,19.865,0,0,0,0,0,0,0,0,0,0
2021-08-04 08:40:00,31,2,1,2.2627417,14.8,44.23122,-123.1629,76,40,1,1,0,0,0,0,0,0,0,0,1.6,18.747,1,1,0,0,0,0,0,0,0,0
2021-08-04 09:10:00,31,2,1,NA,12.4,44.23122,-123.1629,75,30,1,0,0,0,0,0,0,0,0,0,-2.4,18.247,0,0,0,0,0,0,0,0,0,0
2021-08-05 10:20:00,31,1,1,NA,14,44.2333796,-123.1625399,77,250,1,1,1,1,1,1,1,1,1,1,2.4,19.08,1,1,1,1,1,1,1,1,1,1
2021-08-05 10:40:00,31,1,1,NA,14,44.2333796,-123.1625399,82,20,0,0,0,0,0,0,0,0,0,0,0,19.032,0,0,0,0,0,0,0,0,0,0
2021-08-06 14:40:00,31,2,1,1.222020185,14,44.23122,-123.1629,80,30,1,0,0,0,0,0,0,0,0,0,1.6,19.246,1,0,0,0,0,0,0,0,0,0
2021-08-06 16:40:00,31,2,1,0.4,14,44.23122,-123.1629,78,120,1,1,1,1,1,1,1,1,1,1,0,19.865,0,0,0,0,0,0,0,0,0,0
2021-08-08 20:20:00,31,2,2,NA,14.8,44.23122,-123.1629,74,870,1,1,1,1,1,1,1,1,1,1,2.4,20.055,1,1,1,1,1,1,1,1,1,1
2021-08-08 20:40:00,31,2,2,0.517335833,13.2,44.23122,-123.1629,101,20,0,0,0,0,0,0,0,0,0,0,-1.6,19.984,0,0,0,0,0,0,0,0,0,0
2021-08-10 16:20:00,31,2,1,0.461880215,14.8,44.23122,-123.1629,89,50,1,1,1,0,0,0,0,0,0,0,1.6,20.627,1,1,1,0,0,0,0,0,0,0
2021-08-10 16:50:00,31,2,1,0.602218122,14,44.23122,-123.1629,82,30,1,0,0,0,0,0,0,0,0,0,-0.800000000000001,20.579,0,0,0,0,0,0,0,0,0,0
